incremental_id,latitude,longitude,street_name,building_number,city,state,country,postal_code,id
223,-55.390565,-152.965318,Clark Glen,7824,Meltontown,Alabama,French Southern Territories,53191,673ef5fd115f895031001234
224,58.9892365,108.598036,Robin Forest,576,Johnshire,South Dakota,Belarus,65613,673ef5fd13fe9d8431001234
225,-55.827688,133.14206,Michael Courts,3995,West Jenna,Missouri,Venezuela,60599,673ef5fdd1c38a09ac001234
226,-53.197343,-33.975498,Alvarez Union,85253,Salazarland,New Hampshire,Uganda,53378,673ef5fd9cfdf10e8f001234
227,-15.9231785,156.990394,Peter Radial,43100,New Robertofurt,Idaho,Norway,88891,673ef5fd705f217283001234
228,31.869711,-98.954659,Mark Forge,134,Wadeburgh,Oklahoma,Guam,63689,673ef5fd74db120f0a001234
229,-85.4305015,-72.644664,Walter Rapids,2474,North Kristinmouth,New Jersey,Saint Helena,8745,673ef5fd57aeee35c9001234
230,-28.1871,-121.856133,Hudson Parkways,385,West Elizabethmouth,Virginia,Kuwait,41986,673ef5fd6da9003b74001234
231,74.911944,90.244459,Lowe Islands,5363,Murphyfort,West Virginia,Cook Islands,11975,673ef5fd9b04d15284001234
232,83.9714195,-157.395615,Erika Meadow,895,Jenniferfort,Indiana,New Caledonia,67499,673ef5fdbe83ab3ecd001234
233,-77.8726845,-144.288294,Daniels Mountain,394,Port Charles,Alaska,Moldova,78262,673ef5fde165421110001234
234,61.7941675,-124.48865,Jordan Hills,5718,South Jason,Maryland,Afghanistan,55402,673ef5fd289dff0766001234
235,-36.6021525,-125.970641,Ramos Plain,493,Dianaton,New Mexico,Barbados,70955,673ef5fd577ef1154f001234
236,46.3632195,-146.81046,Anthony Port,692,East Brandiville,Rhode Island,Macao,49210,673ef5fd01161aaa0b001234
237,28.011546,155.166439,Grant Streets,122,Lake Adam,Arizona,Brunei Darussalam,32697,673ef5fd539fd53b59001234
238,-88.819994,5.136729,Julie Station,1939,Christianport,North Dakota,Poland,905,673ef5fdac1dd209cb001234
239,-57.7265645,-68.822359,Jose Drives,20780,South Ashlee,Michigan,Lesotho,70259,673ef5fd555d6702c9001234
240,46.782113,-113.626436,Diane Port,1909,Combsview,Nebraska,Indonesia,25223,673ef5fd335f535208001234
241,-49.3409155,113.994877,Li Springs,825,Robertston,Oregon,Niue,85276,673ef5fdf340f1b1f6001234
242,34.9265785,-145.550554,Connie Rapids,9068,New Kimshire,Delaware,Slovakia (Slovak Republic),55181,673ef5fde4a6222cdb001234
243,-44.6035255,137.607707,Shelton Ramp,9264,Jasonfort,Oklahoma,Namibia,43660,673ef5fdcb70ab3756001234
244,14.5268875,89.834537,Ellis Flat,155,Stacyberg,Massachusetts,Guyana,79248,673ef5fd9188905e74001234
245,-67.3848925,146.38578,Derrick Shore,55089,Carterchester,Nevada,Northern Mariana Islands,48921,673ef5fd0266e33d3f001234
246,-46.6615465,4.849333,Aaron Dale,3312,North Kimberlyville,Rhode Island,Heard Island and McDonald Islands,73393,673ef5fd38db3aed92001234
247,-41.433604,-119.373131,Ashley Trafficway,7162,Craigbury,Alaska,Sweden,43482,673ef5fd3cec07e9ba001234
248,7.954592,-70.592559,Collins Crescent,7913,Churchland,Oklahoma,San Marino,85795,673ef5fd621bf66ddb001234
249,-17.276787,103.814671,Robert Village,7496,Robertsfurt,New Mexico,Monaco,4684,673ef5fd077e29b11b001234
250,0.8932975,176.611249,Linda Via,28332,Lake Brittany,New Hampshire,Thailand,33830,673ef5fd6c9882bbac001234
251,-57.6360425,-70.320578,Julie Club,997,Lake Allisonhaven,Minnesota,Turks and Caicos Islands,52255,673ef5fd19f3cd308f001234
252,-41.842708,-127.846748,Megan Locks,48337,East Danaberg,Virginia,Tonga,94426,673ef5fd03c6b06952001234
253,-36.5896665,-151.315629,Ian Ford,654,Barreraview,Alaska,Georgia,33221,673ef5fdc24cd76e1c001234
254,1.3996915,72.801808,Robert Junction,380,North Dalton,Maryland,Macao,8584,673ef5fdc52f1bd66c001234
255,89.383193,-125.67513,William Square,750,West Rebecca,Nebraska,Morocco,31647,673ef5fdfe131d7f5a001234
256,-64.734732,-93.25698,Price Isle,9789,Audreyborough,Idaho,Sao Tome and Principe,88745,673ef5fdf718499c1c001234
257,18.0478425,7.896518,Kimberly Mill,609,East Christine,Hawaii,Anguilla,15965,673ef5fdd96409bf89001234
258,62.868982,15.215846,Martin Wells,5763,Nicholasside,Indiana,Saint Barthelemy,98708,673ef5fd502e4a1693001234
259,-43.904088,42.461232,Lisa Ranch,791,Carpenterview,Arkansas,Palestinian Territory,70125,673ef5fdcfa0860e83001234
260,89.8715425,37.408524,Carlson Villages,3118,Catherineberg,Alabama,Mozambique,81984,673ef5fda4f23670e1001234
261,83.143889,76.887732,Smith Greens,56439,Charlesstad,Utah,Malawi,51770,673ef5fdb1a59b315f001234
262,56.8709485,47.185674,Hines Squares,4737,Christopherton,Illinois,Iceland,36726,673ef5fd36660e5985001234
263,-80.799977,49.616284,Charles Estate,49686,North John,Mississippi,Dominican Republic,1113,673ef5fd8c19f571e2001234
264,-23.6437655,-100.94193,Lisa Parkway,914,New Joannastad,West Virginia,Kazakhstan,96454,673ef5fdd6baf65e0b001234
265,-61.5107825,30.332732,Stephanie Harbor,761,West Markhaven,New Mexico,Moldova,62763,673ef5fde56954b4f6001234
266,-84.345166,15.293289,Mcmahon Course,87,Port Caitlyn,Mississippi,Tajikistan,81389,673ef5fdf7664060cc001234
267,14.536556,98.604262,Carly Squares,39211,Adrienneton,Vermont,Cambodia,16971,673ef5fdeda80a3d5b001234
268,64.688285,-155.311536,Contreras Spur,84,Joannastad,Michigan,Falkland Islands (Malvinas),37562,673ef5fd8f121ce07d001234
269,69.0027335,88.976014,Patricia Pike,217,Joyceview,Vermont,Montenegro,69487,673ef5fd06138bc5af001234
270,9.602065,-143.440554,Carla Pines,9368,Lisafurt,Oklahoma,Korea,12113,673ef5fd39059724f7001234
271,-7.788048,-139.659658,Joan Mill,542,Coreymouth,Maine,Luxembourg,33944,673ef5fd7f100b7b36001234
272,60.6051725,-55.008339,Johnson Vista,57752,Lucastown,Virginia,Guyana,56858,673ef5fd7a614fd06c001234
273,52.78257,98.70322,Mack Creek,960,West Lisaside,Alabama,Central African Republic,56028,673ef5fd4734ba6f3d001234
274,38.534757,75.368336,Antonio Summit,990,New Mitchellborough,Oklahoma,Iceland,92329,673ef5fdd947bf06a8001234
275,-8.7374945,-26.472287,Robbins Burgs,279,Martinezside,Alaska,Mauritius,78320,673ef5fd63923f49e5001234
276,-77.465976,-27.49886,Yang Lights,887,Lake Brendastad,Alaska,Argentina,70513,673ef5fddb8e1af0cb001234
277,-7.0617965,-170.468804,Mason Spur,2451,Lake Bethshire,South Dakota,France,94078,673ef5fd20f07591c6001234
278,32.965708,-118.897574,Nguyen Square,48989,Spencerland,New Mexico,Cuba,71312,673ef5fd07cdfd2337001234
279,44.4127205,120.604422,David Fords,37384,Michaelfurt,Rhode Island,Spain,33485,673ef5fdd395771085001234
280,-36.64877,-17.911685,Valerie Pass,868,Warrenside,New York,Trinidad and Tobago,26514,673ef5fd92c8c96e4c001234
281,-12.0374245,37.426419,Jason Ridges,625,Clarkehaven,Idaho,Libyan Arab Jamahiriya,12511,673ef5fde3796ae838001234
282,-79.717726,-54.776111,Ware Port,5740,Lambertside,South Carolina,Poland,72702,673ef5fd6a9aeddfc6001234
283,-7.148307,34.104286,Andrews Islands,369,Hunterport,Pennsylvania,Sweden,68344,673ef5fd0f49c89d1e001234
284,-88.5957115,3.222887,Keith Mountain,241,Johnsonfurt,Idaho,Nicaragua,3010,673ef5fd46ba9f2a69001234
285,-89.133521,0.530484,Meyer Ferry,9136,Flowersport,Oklahoma,Algeria,12006,673ef5fd0e01938fc4001234
286,65.0163975,-34.968236,Rivera Club,487,Franktown,Kansas,Ukraine,89170,673ef5fd16a5cdae36001234
287,-31.8576235,-6.393684,Sue Ferry,939,Cynthiaville,Virginia,Georgia,42273,673ef5fd918317b579001234
288,-62.831864,176.911704,James Keys,3882,Brianstad,Rhode Island,Cyprus,66787,673ef5fd48aedb8880001234
289,38.1294255,125.666791,Thomas Key,538,Kellershire,Utah,Russian Federation,20722,673ef5fd839ab46820001234
290,-63.657206,-61.718874,Natasha Alley,83522,Port Jonathanmouth,Missouri,Martinique,26086,673ef5fdf90f2aca5c001234
291,-26.196435,-54.343482,Watkins Street,41057,New Darren,South Carolina,India,87524,673ef5fd9c838d2e45001234
292,51.827163,-86.810512,David Parks,9580,Buchananmouth,South Dakota,Serbia,57134,673ef5fd1700002963001234
293,-3.9256845,-5.933083,Schaefer Mall,48090,West Bethanyport,West Virginia,Botswana,41071,673ef5fd53c3bce66e001234
294,8.611729,-38.935977,Sanchez Harbor,647,Lake Jacqueline,New Hampshire,French Southern Territories,53309,673ef5fd6883966fd8001234
295,83.7391085,152.480597,Martin Islands,6818,West Eric,Florida,Palau,64650,673ef5fd49182f81e6001234
296,67.246584,119.188332,Williamson Gateway,57,Stephanieside,Virginia,Fiji,15044,673ef5fdd296c101da001234
297,37.772851,41.511339,Barnes Island,60684,Port Walterfort,Arkansas,Turkey,86069,673ef5fd9fd81843ad001234
298,-74.051336,49.272327,Jesse Plaza,48988,Michaelmouth,Indiana,Jersey,66561,673ef5fd26e359e838001234
299,-78.250055,-30.547392,Perez Fort,79057,North Kimberlyburgh,Alaska,Brazil,42453,673ef5fdef0d3930a7001234
300,-12.872285,-37.413337,Ashley Wall,69939,Florestown,Pennsylvania,Chile,45837,673ef5fd94f6d7e04a001234
301,-48.5696905,101.021441,Anthony Knoll,91763,Susanhaven,Iowa,Trinidad and Tobago,12243,673ef5fd34ed066df3001234
302,-53.6916965,-21.83052,Ferguson Bypass,18574,Port Lisa,Delaware,Paraguay,67635,673ef5fd577bcc914f001234
303,23.017992,47.436597,Shelia Greens,785,Klinefurt,Kansas,Australia,66308,673ef5fd11b9842e0a001234
304,64.624593,-156.624319,Jenna Row,14247,East Jimmyport,South Dakota,Togo,88253,673ef5fd37bc2f75bf001234
305,27.9416375,81.95107,Kelly Streets,349,Taylorland,Indiana,South Georgia and the South Sandwich Islands,75003,673ef5fd496e05e1ae001234
306,-38.6512945,75.096846,Daniels Fork,918,Karenchester,Texas,Antarctica (the territory South of 60 deg S),49741,673ef5fdb2eb734903001234
307,-82.723238,110.706865,Lisa Corner,8443,Gonzalezland,South Carolina,Tonga,94202,673ef5fd8e98d81f82001234
308,-84.008696,173.261298,Carter Circle,941,Keyfort,Maryland,Benin,21984,673ef5fda8c88a0055001234
309,-55.047829,30.296551,Powers Falls,8059,Shawton,Virginia,China,92152,673ef5fdeddea82ad2001234
310,-2.5910325,-7.077414,Cruz Rapids,39034,South Thomasberg,Louisiana,United States of America,64579,673ef5fd06eb61b839001234
311,22.2253235,-164.54918,Andrew Terrace,5730,Elliotttown,Alaska,Antigua and Barbuda,53136,673ef5fd9dfcd5e558001234
312,-58.04853,-136.447376,Adam Falls,23649,Lisaview,North Dakota,Guernsey,99708,673ef5fd950a4152c2001234
313,-50.882182,-74.617875,Wilson Crescent,24736,Amandaside,Montana,Marshall Islands,24135,673ef5fd158f3069a4001234
314,9.121833,-170.188515,Stephanie Villages,61576,Hillmouth,Washington,Mongolia,17184,673ef5fd758874998f001234
315,-53.5258685,79.173007,Shane Stravenue,4287,Hernandezville,South Carolina,Nicaragua,22339,673ef5fdad13a2a07c001234
316,24.3978165,-139.479524,Ian Glens,2688,North Annstad,New Mexico,Bulgaria,68665,673ef5fd3fe94a0023001234
317,-67.5776715,-167.827732,Hughes Fort,83626,Lake Hannah,Nebraska,Fiji,76878,673ef5fd5b8add2a5d001234
318,-39.858813,89.921347,Cameron Meadow,93957,Jamesmouth,Mississippi,Costa Rica,10327,673ef5fd432aca3a1e001234
319,43.6211825,-168.717429,Porter Vista,97969,Williamberg,Washington,United Kingdom,45318,673ef5fd8d3bba7425001234
320,-15.0221355,-59.604953,Molina Roads,77410,Theresamouth,Illinois,Brazil,3115,673ef5fd320722549d001234
321,-76.328354,-105.774374,Adam Crescent,5915,Harrisburgh,North Carolina,Macao,41213,673ef5fdcaf1a3dfb5001234
322,39.729984,-73.74767,Sabrina Manor,35953,Victoriabury,Nebraska,Chile,7804,673ef5fd5737c6ec2e001234
323,61.6114505,-107.475067,Jason Track,3813,Port Brittanyshire,Oklahoma,Malta,64702,673ef5fdbc6dc48b74001234
324,79.691127,-110.026905,Jennifer Neck,86519,Port Molly,Illinois,Congo,21573,673ef5fdf2fc990265001234
325,49.4580835,30.597888,Holly Via,1068,Drakeshire,Virginia,Sierra Leone,6976,673ef5fd89f0fd5c92001234
326,-55.4903555,75.711209,Karen Creek,108,Emilyside,South Carolina,Senegal,7699,673ef5fda666587afd001234
327,22.564048,60.098828,Lewis Fall,91323,Port Garymouth,Oregon,Croatia,21470,673ef5fdb83aac23b9001234
328,84.193146,71.665927,Smith Gateway,5283,North Jillian,Wisconsin,Cyprus,94201,673ef5fdcd00692c3b001234
329,-49.4770285,164.335834,Wilson Passage,36151,East Elizabeth,Kentucky,Solomon Islands,17291,673ef5fd6faa8040da001234
330,-23.684266,-6.16572,Melanie Dam,937,Port Paulmouth,South Carolina,Venezuela,95774,673ef5fdfe73f687e5001234
331,75.223465,170.286929,Macias Corners,21353,West Amandafort,Hawaii,Mayotte,81198,673ef5fd6da37dd313001234
332,-73.68999,-118.390333,Jonathan Lights,731,South James,Virginia,Senegal,34458,673ef5fdc042f4db68001234
333,-85.5870665,125.183882,Michelle Lock,1290,Stevenside,Wyoming,Falkland Islands (Malvinas),76901,673ef5fd310dcbbf4c001234
334,64.0410755,-6.727486,Raymond Streets,196,Thomasberg,Iowa,Saudi Arabia,17232,673ef5fd2f2b265625001234
335,2.570516,39.706379,Darin Forges,9930,West Michelleshire,Delaware,Philippines,82803,673ef5fdf9b902fc32001234
336,35.3518055,-29.938495,Christopher Ferry,83725,Port Briannabury,Missouri,Saint Helena,61197,673ef5fd6855456e2f001234
337,83.816855,-155.060665,Garza Shoal,9281,Lake Johnport,New York,Montenegro,9408,673ef5fd357a6fdf76001234
338,-31.217948,3.393348,Anne Cliffs,77887,Lake Denisefurt,New Hampshire,Lebanon,16860,673ef5fd819f46e52c001234
339,80.5781295,3.069406,Christopher Hill,979,Bensonmouth,New Jersey,Jersey,60201,673ef5fd04025959b1001234
340,-23.038014,109.238742,Singleton Row,3,Port David,Arizona,Yemen,7068,673ef5fd40008b9a53001234
341,-69.961776,139.289889,Carson Shoals,462,Mendozatown,Nebraska,Isle of Man,62191,673ef5fd3dd48ab31d001234
342,-67.020794,62.203892,Ellen Street,35278,New Fernandoview,Montana,Paraguay,14299,673ef5fd58238e9ae2001234
343,-77.658494,-22.401985,Bell Bypass,800,New Thomaston,Arizona,India,55089,673ef5fd3ad7c2ebb9001234
344,38.302877,-139.426633,Brooks Hill,17785,Butlerland,Hawaii,El Salvador,96350,673ef5fdb3967a0e93001234
345,46.579998,-10.647346,Michelle Camp,2132,East Stevenport,West Virginia,Afghanistan,79474,673ef5fdd81f9c1be2001234
346,10.3742135,-66.514446,Jeremy Throughway,517,New Timothy,Virginia,Cambodia,6417,673ef5fd13f9896df6001234
347,42.0814665,-155.994907,Ann Centers,921,North Andrewport,Maryland,Iran,15340,673ef5fdc5ff2543b5001234
348,-9.098827,9.703939,Lam Crossroad,89068,Kristichester,Minnesota,Gambia,9601,673ef5fd01386bd6d8001234
349,15.060976,-64.181332,Claudia Crest,559,East Yolanda,Louisiana,Macao,18616,673ef5fd0bb4aec171001234
350,45.3884945,45.24261,Shepherd Mission,5801,New Lee,Delaware,Serbia,98524,673ef5fd9de6d14fff001234
351,26.2355535,118.313594,Morrison Vista,23,West Brandy,Alabama,Brunei Darussalam,46451,673ef5fdefe937780e001234
352,-25.2571625,27.677272,Jones Canyon,90521,Lake Ashley,Idaho,Czech Republic,55692,673ef5fd371bce7dc8001234
353,79.5103735,44.309629,Turner Corners,99906,New Brandy,New Mexico,Isle of Man,93602,673ef5fd138bb06965001234
354,63.0105525,-95.720994,Edward Roads,8592,Lake Heidiville,Tennessee,Nauru,33194,673ef5fd8dd48d6a2e001234
355,74.929832,-150.350136,Michelle Pines,172,Lawrenceside,North Carolina,Saint Kitts and Nevis,72164,673ef5fd82cec96096001234
356,8.4899325,-88.283752,Robert Port,310,Jamesmouth,Minnesota,Falkland Islands (Malvinas),43020,673ef5fd6c524f9d5d001234
357,73.0624795,-0.973596,Ronald Mill,3747,Wardland,Washington,Niue,43437,673ef5fdfb7b9ffa54001234
358,-51.43949,73.506211,Carter Club,85832,Lake Ronaldshire,Iowa,Nigeria,38287,673ef5fdaa942ab2bf001234
359,-66.919299,14.838631,Hall Roads,17009,North Brendaburgh,Montana,Gibraltar,11019,673ef5fdc058f544c7001234
360,88.5972555,104.9567,Williams Pike,33581,Harpermouth,Michigan,India,706,673ef5fde7b24b112a001234
361,10.3828465,-153.040983,Kimberly Mills,252,Jonathanside,Montana,Mozambique,60614,673ef5fd52720e0035001234
362,28.3484695,-128.357797,Erin Harbors,17694,Rodriguezfort,Idaho,Iceland,85848,673ef5fdc3e878e27f001234
363,23.061749,69.257593,Christopher Station,83425,East Lori,New Jersey,Saint Pierre and Miquelon,92303,673ef5fd00411460f7001234
364,-78.055925,126.153734,Holloway Land,9028,Johnsonstad,Montana,Holy See (Vatican City State),86552,673ef5fdbac9162b47001234
365,-38.375001,-64.654989,Johnson Station,8925,Chelseyside,Montana,Seychelles,71280,673ef5fd9be40cee5b001234
366,-14.843773,-176.795341,Donna Highway,7645,South Teresaberg,West Virginia,Gibraltar,62210,673ef5fd5ef698cd9f001234
367,17.226444,-138.327253,Alexa Rapid,332,Lake Craig,West Virginia,Haiti,67160,673ef5fd05049e90fa001234
368,67.7500815,-143.830228,Christopher Vista,442,Karenview,Florida,Dominican Republic,96650,673ef5fdcf004fdc76001234
369,29.126267,50.411259,Kristin Union,537,Lake Sheliafurt,Rhode Island,Korea,58097,673ef5fd0c74b7f784001234
370,-82.4736475,150.576853,Julia Island,43274,Saunderston,North Carolina,Tonga,14322,673ef5fdd709f38ef7001234
371,-4.2976075,12.518951,Allen Terrace,9607,Davisborough,Texas,Lesotho,81487,673ef5fd41f1f19176001234
372,-72.5726755,170.294988,Atkinson Drives,55616,Port Thomas,Colorado,Nigeria,67868,673ef5fd24b16fede9001234
373,-5.7007315,-137.941471,Tiffany Island,8731,Lake Angela,New Jersey,Micronesia,43359,673ef5fdffd52f3c7e001234
374,59.337926,153.839267,Michael Plains,56919,Tanyashire,Arkansas,Lithuania,68196,673ef5fdad972f10e0001234
375,-53.110727,-155.331645,Jackson Motorway,61678,Jenniferbury,Indiana,Spain,10438,673ef5fdf61d694746001234
376,28.464606,74.892458,Hughes Fall,204,Rebeccaport,New Mexico,Nicaragua,79674,673ef5fd142949df56001234
377,-31.625215,-101.392621,Small Unions,682,Walkerfurt,Georgia,Morocco,74639,673ef5fdd34ab169b7001234
378,-2.4536315,135.111661,Thomas Mountains,1998,Michelleberg,Minnesota,Kyrgyz Republic,76857,673ef5fd8bf1211fd4001234
379,16.1019035,-31.601245,Brian Cliff,4266,West Maria,California,Central African Republic,61042,673ef5fda02ffd91ec001234
380,44.545819,-98.342448,Eddie Track,1417,North Yvonne,North Carolina,Wallis and Futuna,36373,673ef5fdbca82e41ee001234
381,-80.179393,108.203665,Donaldson Plaza,38483,Powellhaven,Vermont,Saudi Arabia,79531,673ef5fd00ec53c468001234
382,-82.351496,34.602484,Angela Flat,800,Reynoldsmouth,Arizona,Afghanistan,69668,673ef5fd4f6ffe13a5001234
383,-4.267484,78.122959,Mary Harbor,766,Woodwardbury,Alaska,Maldives,22963,673ef5fdbeed13602b001234
384,36.624511,-122.66681,Lopez Junctions,3002,South Caitlinshire,Ohio,San Marino,7534,673ef5fd0584ce565c001234
385,-64.460402,74.807714,Emma Common,1318,East Scottchester,Maine,Ethiopia,13790,673ef5fddc912a253d001234
386,-31.967588,-173.737996,Moore Inlet,9,Lake Joshua,New York,Congo,1543,673ef5fd39461a19e9001234
387,-64.387518,-49.918069,Jennifer Extension,2177,South Cassandraview,Montana,Croatia,39152,673ef5fd8efb100a29001234
388,-62.6680535,-166.200183,Stevens Centers,19589,Joelport,Oklahoma,North Macedonia,86401,673ef5fdd9fc5b73a8001234
389,49.254751,-112.504306,Jennifer Grove,31838,Lake Ashley,Virginia,United States Virgin Islands,9788,673ef5fdc86a7ee3d8001234
390,38.9358,62.53091,Taylor Junction,88716,Jacksonberg,Wyoming,Saint Lucia,82367,673ef5fda01a0380ca001234
391,-64.0133665,31.302867,Bonilla Field,8200,Watsonmouth,Missouri,United Kingdom,80588,673ef5fd5a4b25aaed001234
392,-46.81694,56.300639,Taylor Mountains,302,Port Christopher,Virginia,British Indian Ocean Territory (Chagos Archipelago),24316,673ef5fdf73b76ce89001234
393,-13.6561035,73.995495,William Ridge,1305,Hendersonville,Wisconsin,Mauritius,62579,673ef5fd70c639df5e001234
394,-37.95133,66.109772,Corey Gardens,759,North Theresahaven,South Carolina,Haiti,70592,673ef5fd28f0b86459001234
395,-81.0518685,68.233883,Roberts Isle,6041,Smithhaven,Alabama,Marshall Islands,57994,673ef5fd1543843a47001234
396,44.337507,-135.736623,Danny Vista,39478,West Lisafurt,Mississippi,Latvia,10880,673ef5fdf8c1f23d6a001234
397,54.9431315,65.762912,Michael Camp,3699,Williamsland,South Carolina,Malta,15047,673ef5fde46de7e1bc001234
398,-65.00666,-35.363427,Warren Motorway,400,Quinnfort,Oregon,Iran,72690,673ef5fdb7b16ecf8c001234
399,-49.766928,-163.459287,Geoffrey Parkway,31,Lake Martha,Louisiana,Dominican Republic,27674,673ef5fd352fe25daf001234
400,86.049397,47.139945,Joseph Throughway,79446,East Charlesmouth,Idaho,Gambia,52258,673ef5fd18d8042386001234
401,71.6078775,89.251935,Derek Island,932,Anthonyburgh,New York,Sri Lanka,81448,673ef5fd816b112c61001234
402,-51.9194405,-74.149033,Scott Bridge,31,Michaelport,Oregon,Niue,90803,673ef5fd69cb3ea317001234
403,-30.292408,120.622045,Tran Manors,7400,East Todd,Rhode Island,San Marino,92708,673ef5fdbbf94b34eb001234
404,3.5161725,1.17561,Webb Ranch,406,Ashleymouth,Oregon,Cambodia,7929,673ef5fd4f4adcbf8c001234
405,-83.640348,-21.761684,Scott Neck,57398,Youngchester,Michigan,San Marino,87204,673ef5fdbbcbff5c1f001234
406,5.022591,-89.544297,Michele Mountains,34966,Carrburgh,Pennsylvania,Gibraltar,98628,673ef5fd8cb22bdd0b001234
407,-68.7233925,25.68852,Andrews Place,357,Port Veronicaberg,Montana,Uganda,6591,673ef5fdf4f6dce2f3001234
408,-11.2650965,46.040252,Dudley Flat,905,New Donald,Vermont,South Africa,77885,673ef5fd0d0fd7c6e0001234
409,-15.9859585,77.861598,William Rapid,79,New Matthewport,Minnesota,Indonesia,25635,673ef5fda96b65a721001234
410,79.9664955,-129.175678,Cunningham Freeway,89245,North Kimberlystad,Arkansas,Bahrain,67241,673ef5fd1068c6e4c8001234
411,79.1752425,-128.304985,Thompson Orchard,24078,Garciaborough,Washington,Grenada,80214,673ef5fd17d63b1625001234
412,65.118556,93.713999,Hughes Mountains,304,Alanton,Wyoming,Anguilla,36207,673ef5fdb9228e0962001234
413,37.761422,98.667322,Hampton Inlet,8037,Wyattfurt,West Virginia,Paraguay,67439,673ef5fd0deb1c5481001234
414,11.863004,3.204458,Brandy Valley,583,North Allisonburgh,Minnesota,Ukraine,51912,673ef5fd66808e327d001234
415,89.576376,-11.48183,Lane Walk,601,South Chris,New Hampshire,Taiwan,33771,673ef5fd42e7aaa88b001234
416,-87.635796,75.10777,Williams Centers,398,Andersonstad,Utah,Timor-Leste,67917,673ef5fd8fe0093bb3001234
417,-89.250596,27.732188,Rodriguez Street,53707,Harperchester,New Hampshire,Italy,88411,673ef5fd41ae36ecb9001234
418,73.8462125,-77.536762,Mckenzie Points,9504,Jasonburgh,Louisiana,Pitcairn Islands,48679,673ef5fdd1f255a373001234
419,88.550114,110.039998,Gray Fords,89278,South Erica,Georgia,Maldives,64965,673ef5fd7eacb53257001234
420,42.072966,1.846896,Cameron Glens,2159,Ericksonton,Wisconsin,Libyan Arab Jamahiriya,6694,673ef5fdb6f0479ae8001234
421,16.854759,79.964172,Marisa Shoal,386,Paulmouth,Louisiana,Kenya,9578,673ef5fde0c641195b001234
422,87.5920875,-35.779391,Ian Oval,3995,Candicefurt,New York,Central African Republic,46166,673ef5fdf85454e827001234
423,35.9327895,110.762243,Karla Mount,7054,North Angela,Minnesota,Tanzania,93246,673ef5fdfaa9afea49001234
424,70.235458,-127.798267,Reid Point,78603,West Yeseniaport,North Carolina,Spain,65172,673ef5fd3c7781a36b001234
425,-46.7077745,-161.332309,Kaufman Crossing,718,Evanstad,Minnesota,Cape Verde,48953,673ef5fd25b2822c2f001234
426,43.93685,-128.332746,Steven Ridges,1090,Amberborough,New York,Iraq,65866,673ef5fd6ecbdd6ec8001234
427,-81.4367725,-179.29462,Tina Mountains,435,South Wendyside,Massachusetts,Tuvalu,93187,673ef5fd18997733ec001234
428,10.569718,-20.171286,Robert Lakes,7902,Port Darius,New Mexico,Yemen,66203,673ef5fd8d7d8ee069001234
429,49.5900555,19.214012,Eric Bypass,373,Jensenside,New Jersey,Guadeloupe,13710,673ef5fd75fc093c0e001234
430,61.619025,149.374252,Teresa Avenue,59484,Travischester,Pennsylvania,Nauru,20953,673ef5fdf74909ace6001234
431,-70.1021245,-161.008806,Giles Path,806,Monroeland,North Carolina,Netherlands,19724,673ef5fd66368270ff001234
432,-66.875736,59.980051,Amy Point,925,North Michaelland,Ohio,Tanzania,25340,673ef5fd248e844336001234
433,-6.397579,-175.630213,Sean Fork,74430,Ramirezhaven,Pennsylvania,Kenya,41426,673ef5fd019d385eb6001234
434,27.1289345,-76.281446,Rodgers Green,2429,Miastad,Alaska,Indonesia,71555,673ef5fda49e9411d6001234
435,-46.918,165.876351,Norris Pine,19006,West Michaelton,Alaska,Angola,70086,673ef5fdddb30680a6001234
436,16.4317945,22.292518,Brooks Station,33149,Lake Angelaborough,Hawaii,Dominica,92101,673ef5fd2421fcb126001234
437,13.568318,-68.032674,Stewart Cape,9155,Grahamborough,Michigan,Venezuela,31269,673ef5fdfccb60fb51001234
438,1.0918525,-75.700267,Michael Isle,6412,Pamelaburgh,Indiana,Norway,39614,673ef5fd1651cf0d2f001234
439,-39.893085,163.920203,Crawford Canyon,77406,North Leslieland,Kentucky,Pakistan,77374,673ef5fdeed5af6add001234
440,-82.4738515,-160.944349,Mathis Ranch,52,Hornfurt,Minnesota,Turkey,51254,673ef5fda8abb4bb28001234
441,28.1503525,-173.219587,John Forge,6327,Samanthaville,Wyoming,Tokelau,82429,673ef5fd15d4e891d7001234
442,-48.011593,25.122559,Cheryl Key,40616,Lutztown,Nevada,Sierra Leone,9715,673ef5fdc203d8a151001234
443,48.1497035,-112.106691,Martin Divide,542,Lake Jesse,Delaware,Algeria,74684,673ef5fd13f3cf8c53001234
444,-27.887527,26.161699,Michael Fall,77887,Anthonyborough,Kentucky,Pakistan,51701,673ef5fd550a141f12001234
445,57.504829,-75.158235,Brown Crest,620,Lake Jessica,Tennessee,Swaziland,85409,673ef5fd67f7fb873e001234
446,32.847188,-17.068258,Gregory Freeway,5937,Fordtown,Wyoming,Angola,64418,673ef5fd1a5b1e4daa001234
447,-22.392846,-127.631058,Alexis Summit,12,Wallacestad,Oklahoma,Gibraltar,36328,673ef5fd9a96876e2f001234
448,-27.286165,-77.908326,Michael Park,5739,Deborahhaven,Minnesota,Malta,30805,673ef5fd9b70e8fe62001234
449,76.9891645,119.923022,Gerald Manors,557,North Andrew,Oklahoma,Bangladesh,24411,673ef5fdd61e4bbd63001234
