id,id_event1,id_location
6217,6217,0
6218,6218,6077
6219,6219,8116
6220,6220,11106
6221,6221,3771
6222,6222,16153
6223,6223,16183
6224,6224,8876
6225,6225,12784
6226,6226,1042
6227,6227,2903
6228,6228,4515
6229,6229,9630
6230,6230,18728
6231,6231,15567
6232,6232,8590
6233,6233,6019
6234,6234,4429
6235,6235,11008
6236,6236,11849
6237,6237,13348
6238,6238,13814
6239,6239,11727
6240,6240,711
6241,6241,4084
6242,6242,10566
6243,6243,19747
6244,6244,15402
6245,6245,7148
6246,6246,7243
6247,6247,5750
6248,6248,14246
6249,6249,6765
6250,6250,2034
6251,6251,15414
6252,6252,19598
6253,6253,1358
6254,6254,8436
6255,6255,13016
6256,6256,11351
6257,6257,9645
6258,6258,410
6259,6259,18655
6260,6260,10716
6261,6261,1808
6262,6262,6046
6263,6263,17583
6264,6264,14011
6265,6265,3984
6266,6266,19058
6267,6267,10910
6268,6268,11925
6269,6269,4938
6270,6270,12545
6271,6271,16006
6272,6272,16403
6273,6273,49
6274,6274,7234
6275,6275,1637
6276,6276,16356
6277,6277,8742
6278,6278,1296
6279,6279,1612
6280,6280,2721
6281,6281,12998
6282,6282,3047
6283,6283,15942
6284,6284,18333
6285,6285,14111
6286,6286,6185
6287,6287,13929
6288,6288,1904
6289,6289,14702
6290,6290,19949
6291,6291,17358
6292,6292,13807
6293,6293,3639
6294,6294,17012
6295,6295,12015
6296,6296,12427
6297,6297,69
6298,6298,1884
6299,6299,12453
6300,6300,5685
6301,6301,13619
6302,6302,16913
6303,6303,3318
6304,6304,1299
6305,6305,4355
6306,6306,13897
6307,6307,538
6308,6308,13004
6309,6309,19030
6310,6310,8106
6311,6311,14676
6312,6312,11332
6313,6313,14642
6314,6314,10700
6315,6315,18435
6316,6316,19306
6317,6317,15109
6318,6318,17509
6319,6319,13010
6320,6320,17159
6321,6321,17397
6322,6322,553
6323,6323,3316
6324,6324,19414
6325,6325,10877
6326,6326,2992
6327,6327,9823
6328,6328,16627
6329,6329,14856
6330,6330,19656
6331,6331,5453
6332,6332,796
6333,6333,14063
6334,6334,2429
6335,6335,17821
6336,6336,1409
6337,6337,16520
6338,6338,15994
6339,6339,2850
6340,6340,15621
6341,6341,14193
6342,6342,14329
6343,6343,18575
6344,6344,17299
6345,6345,1449
6346,6346,10643
6347,6347,1845
6348,6348,10741
6349,6349,13657
6350,6350,13618
6351,6351,4963
6352,6352,14318
6353,6353,5676
6354,6354,1234
6355,6355,3963
6356,6356,7868
6357,6357,18363
6358,6358,12871
6359,6359,3868
6360,6360,209
6361,6361,9102
6362,6362,12105
6363,6363,16973
6364,6364,5385
6365,6365,3740
6366,6366,7348
6367,6367,18495
6368,6368,16571
6369,6369,6487
6370,6370,8034
6371,6371,3222
6372,6372,14640
6373,6373,5932
6374,6374,7767
6375,6375,1018
6376,6376,3569
6377,6377,10588
6378,6378,18449
6379,6379,6996
6380,6380,5015
6381,6381,9979
6382,6382,42
6383,6383,11358
6384,6384,19417
6385,6385,4191
6386,6386,15757
6387,6387,11402
6388,6388,10119
6389,6389,6436
6390,6390,4263
6391,6391,1298
6392,6392,18354
6393,6393,9305
6394,6394,15046
6395,6395,8645
6396,6396,7439
6397,6397,951
6398,6398,8255
6399,6399,19772
6400,6400,16345
6401,6401,9340
6402,6402,1068
6403,6403,6502
6404,6404,12191
6405,6405,767
6406,6406,8281
6407,6407,5719
6408,6408,9554
6409,6409,7712
6410,6410,6762
6411,6411,3732
6412,6412,1257
6413,6413,18410
6414,6414,11539
6415,6415,5200
6416,6416,16122
6417,6417,3036
6418,6418,6616
6419,6419,8597
6420,6420,17929
6421,6421,6232
6422,6422,6873
6423,6423,15946
6424,6424,545
6425,6425,12582
6426,6426,4994
6427,6427,17391
6428,6428,7381
6429,6429,343
6430,6430,5544
6431,6431,19296
6432,6432,14772
6433,6433,17690
6434,6434,1568
6435,6435,3751
6436,6436,18402
6437,6437,9286
6438,6438,12986
6439,6439,7908
6440,6440,10120
6441,6441,19630
6442,6442,4843
6443,6443,19159
6444,6444,10467
6445,6445,16103
6446,6446,3866
6447,6447,19512
6448,6448,916
6449,6449,9437
6450,6450,9706
6451,6451,10528
6452,6452,10713
6453,6453,8429
6454,6454,13017
6455,6455,5917
6456,6456,10653
6457,6457,7404
6458,6458,13290
6459,6459,14081
6460,6460,18296
6461,6461,4025
6462,6462,4064
6463,6463,13164
6464,6464,2327
6465,6465,12166
6466,6466,10674
6467,6467,2510
6468,6468,2722
6469,6469,4804
6470,6470,10596
6471,6471,19330
6472,6472,1600
6473,6473,12687
6474,6474,8412
6475,6475,17757
6476,6476,15382
6477,6477,16242
6478,6478,19326
6479,6479,10832
6480,6480,11411
6481,6481,15328
6482,6482,6617
6483,6483,19144
6484,6484,15296
6485,6485,7435
6486,6486,14591
6487,6487,5215
6488,6488,16581
6489,6489,18224
6490,6490,18680
6491,6491,10551
6492,6492,386
6493,6493,18236
6494,6494,5402
6495,6495,4323
6496,6496,12285
6497,6497,5699
6498,6498,3723
6499,6499,16166
6500,6500,9553
6501,6501,2957
6502,6502,16640
6503,6503,1277
6504,6504,7699
6505,6505,5476
6506,6506,18207
6507,6507,19835
6508,6508,19728
6509,6509,8732
6510,6510,18161
6511,6511,6401
6512,6512,8473
6513,6513,13900
6514,6514,1967
6515,6515,472
6516,6516,19832
6517,6517,16044
6518,6518,11293
6519,6519,9834
6520,6520,15376
6521,6521,15141
6522,6522,14245
6523,6523,13524
6524,6524,19704
6525,6525,10216
6526,6526,11994
6527,6527,16187
6528,6528,18135
6529,6529,19147
6530,6530,362
6531,6531,12903
6532,6532,11119
6533,6533,9806
6534,6534,17159
6535,6535,6480
6536,6536,7820
6537,6537,16540
6538,6538,12657
6539,6539,15852
6540,6540,16788
6541,6541,2892
6542,6542,9483
6543,6543,14080
6544,6544,2092
6545,6545,14830
6546,6546,8688
6547,6547,11852
6548,6548,13126
6549,6549,6997
6550,6550,5142
6551,6551,2970
6552,6552,15058
6553,6553,4379
6554,6554,18189
6555,6555,7056
6556,6556,7365
6557,6557,4615
6558,6558,16013
6559,6559,4838
6560,6560,5248
6561,6561,6937
6562,6562,6070
6563,6563,4279
6564,6564,11403
6565,6565,6592
6566,6566,18794
6567,6567,13843
6568,6568,14066
6569,6569,5007
6570,6570,19327
6571,6571,10698
6572,6572,12173
6573,6573,18547
6574,6574,3807
6575,6575,1136
6576,6576,8579
6577,6577,554
6578,6578,14862
6579,6579,14585
6580,6580,14564
6581,6581,7365
6582,6582,4151
6583,6583,4315
6584,6584,9225
6585,6585,14782
6586,6586,19656
6587,6587,15749
6588,6588,6435
6589,6589,15521
6590,6590,6675
6591,6591,16792
6592,6592,5046
6593,6593,4498
6594,6594,6287
6595,6595,4759
6596,6596,12973
6597,6597,3411
6598,6598,6350
6599,6599,4535
6600,6600,5251
6601,6601,152
6602,6602,17158
6603,6603,14531
6604,6604,7486
6605,6605,16907
6606,6606,2095
6607,6607,7312
6608,6608,8776
6609,6609,1883
6610,6610,15986
6611,6611,6919
6612,6612,9539
6613,6613,12993
6614,6614,12054
6615,6615,7846
6616,6616,19707
6617,6617,18873
6618,6618,8482
6619,6619,5887
6620,6620,12975
6621,6621,17226
6622,6622,4991
6623,6623,7553
6624,6624,1480
6625,6625,12449
6626,6626,15552
6627,6627,13858
6628,6628,15408
6629,6629,7485
6630,6630,11442
6631,6631,4908
6632,6632,16771
6633,6633,9922
6634,6634,7954
6635,6635,15346
6636,6636,9253
6637,6637,9313
6638,6638,12364
6639,6639,11459
6640,6640,2802
6641,6641,18784
6642,6642,9735
6643,6643,13983
6644,6644,13094
6645,6645,17791
6646,6646,13662
6647,6647,8355
6648,6648,17923
6649,6649,18889
6650,6650,4165
6651,6651,15379
6652,6652,16935
6653,6653,16157
6654,6654,1082
6655,6655,9368
6656,6656,18722
6657,6657,6393
6658,6658,6952
6659,6659,14474
6660,6660,4513
6661,6661,4049
6662,6662,9882
6663,6663,1606
6664,6664,7657
6665,6665,11462
6666,6666,4911
6667,6667,8803
6668,6668,11657
6669,6669,16720
6670,6670,5785
6671,6671,19352
6672,6672,13143
6673,6673,878
6674,6674,12286
6675,6675,4695
6676,6676,7379
6677,6677,12315
6678,6678,2036
6679,6679,19151
6680,6680,18094
6681,6681,14245
6682,6682,2870
6683,6683,15700
6684,6684,4319
6685,6685,9231
6686,6686,13784
6687,6687,7030
6688,6688,7730
6689,6689,19915
6690,6690,2267
6691,6691,11743
6692,6692,13614
6693,6693,1215
6694,6694,12591
6695,6695,16431
6696,6696,16486
6697,6697,2312
6698,6698,17147
6699,6699,10383
6700,6700,19124
6701,6701,13804
6702,6702,12724
6703,6703,6967
6704,6704,461
6705,6705,1014
6706,6706,14689
6707,6707,3182
6708,6708,11123
6709,6709,14988
6710,6710,3820
6711,6711,12893
6712,6712,9035
6713,6713,19323
6714,6714,9927
6715,6715,559
6716,6716,914
6717,6717,10894
6718,6718,18499
6719,6719,6230
6720,6720,13102
6721,6721,15840
6722,6722,17665
6723,6723,6189
6724,6724,4126
6725,6725,17503
6726,6726,13250
6727,6727,4713
6728,6728,4761
6729,6729,3039
6730,6730,9237
6731,6731,7505
6732,6732,13117
6733,6733,2090
6734,6734,12003
6735,6735,793
6736,6736,6718
6737,6737,17394
6738,6738,17730
6739,6739,19994
6740,6740,6232
6741,6741,8574
6742,6742,2094
6743,6743,15343
6744,6744,3235
6745,6745,5413
6746,6746,9714
6747,6747,5423
6748,6748,19066
6749,6749,10451
6750,6750,12559
6751,6751,7787
6752,6752,17466
6753,6753,12550
6754,6754,9036
6755,6755,10132
6756,6756,12068
6757,6757,1723
6758,6758,600
6759,6759,17502
6760,6760,1971
6761,6761,19254
6762,6762,17675
6763,6763,14099
6764,6764,10830
6765,6765,6442
6766,6766,19084
6767,6767,9373
6768,6768,2507
6769,6769,14532
6770,6770,5789
6771,6771,16143
6772,6772,1026
6773,6773,2614
6774,6774,1561
6775,6775,7017
6776,6776,12059
6777,6777,1579
6778,6778,3491
6779,6779,15677
6780,6780,6147
6781,6781,15345
6782,6782,12666
6783,6783,14931
6784,6784,5313
6785,6785,2137
6786,6786,6533
6787,6787,14923
6788,6788,14152
6789,6789,18570
6790,6790,16262
6791,6791,8137
6792,6792,18513
6793,6793,18953
6794,6794,11775
6795,6795,16161
6796,6796,6565
6797,6797,13766
6798,6798,9641
6799,6799,6501
6800,6800,15774
6801,6801,1237
6802,6802,11306
6803,6803,9643
6804,6804,18697
6805,6805,15272
6806,6806,4816
6807,6807,13230
6808,6808,1648
6809,6809,12522
6810,6810,6731
6811,6811,10586
6812,6812,16338
6813,6813,15581
6814,6814,17959
6815,6815,13084
6816,6816,7823
6817,6817,9252
6818,6818,15912
6819,6819,14545
6820,6820,18284
6821,6821,19486
6822,6822,14874
6823,6823,14932
6824,6824,15176
6825,6825,7770
6826,6826,16794
6827,6827,12984
6828,6828,19100
6829,6829,17882
6830,6830,7951
6831,6831,17324
6832,6832,10207
6833,6833,2453
6834,6834,16262
6835,6835,8502
6836,6836,5856
6837,6837,16853
6838,6838,9038
6839,6839,18782
6840,6840,4306
6841,6841,8795
6842,6842,8861
6843,6843,3652
6844,6844,18254
6845,6845,15194
6846,6846,4421
6847,6847,16592
6848,6848,19466
6849,6849,9962
6850,6850,6084
6851,6851,16792
6852,6852,13379
6853,6853,11815
6854,6854,4296
6855,6855,7287
6856,6856,17218
6857,6857,14138
6858,6858,11497
6859,6859,12012
6860,6860,8698
6861,6861,359
6862,6862,3086
6863,6863,16235
6864,6864,3257
6865,6865,9515
6866,6866,5753
6867,6867,9128
6868,6868,4617
6869,6869,18678
6870,6870,736
6871,6871,4424
6872,6872,13560
6873,6873,10066
6874,6874,6706
6875,6875,11595
6876,6876,19711
6877,6877,15178
6878,6878,7666
6879,6879,6836
6880,6880,18782
6881,6881,2080
6882,6882,16231
6883,6883,16363
6884,6884,16589
6885,6885,18869
6886,6886,17262
6887,6887,5260
6888,6888,5657
6889,6889,8587
6890,6890,10497
6891,6891,5687
6892,6892,16025
6893,6893,16567
6894,6894,17029
6895,6895,17524
6896,6896,19740
6897,6897,6243
6898,6898,14380
6899,6899,9170
6900,6900,6809
6901,6901,12279
6902,6902,5746
6903,6903,3666
6904,6904,12829
6905,6905,34
6906,6906,1778
6907,6907,2660
6908,6908,10424
6909,6909,18991
6910,6910,16343
6911,6911,2084
6912,6912,13516
6913,6913,8614
6914,6914,7767
6915,6915,2628
6916,6916,6394
6917,6917,1263
6918,6918,8812
6919,6919,2626
6920,6920,12682
6921,6921,14918
6922,6922,4232
6923,6923,15313
6924,6924,6982
6925,6925,3650
6926,6926,3383
6927,6927,4638
6928,6928,9038
6929,6929,18577
6930,6930,8275
6931,6931,1076
6932,6932,8748
6933,6933,18792
6934,6934,12640
6935,6935,17891
6936,6936,18706
6937,6937,6692
6938,6938,17796
6939,6939,2057
6940,6940,12552
6941,6941,15021
6942,6942,16291
6943,6943,9653
6944,6944,2382
6945,6945,1553
6946,6946,11427
6947,6947,15009
6948,6948,11573
6949,6949,5118
6950,6950,17072
6951,6951,5764
6952,6952,12482
6953,6953,846
6954,6954,410
6955,6955,17715
6956,6956,6202
6957,6957,6639
6958,6958,16061
6959,6959,14721
6960,6960,13435
6961,6961,11374
6962,6962,19086
6963,6963,6808
6964,6964,10314
6965,6965,7257
6966,6966,583
6967,6967,18149
6968,6968,18435
6969,6969,17841
6970,6970,12462
6971,6971,10980
6972,6972,295
6973,6973,3043
6974,6974,9289
6975,6975,6540
6976,6976,18479
6977,6977,10051
6978,6978,13408
6979,6979,6026
6980,6980,8216
6981,6981,11605
6982,6982,14699
6983,6983,2313
6984,6984,1414
6985,6985,19983
6986,6986,9141
6987,6987,2731
6988,6988,1133
6989,6989,9618
6990,6990,17766
6991,6991,4582
6992,6992,1364
6993,6993,10486
6994,6994,18209
6995,6995,6958
6996,6996,11397
6997,6997,646
6998,6998,15034
6999,6999,16154
7000,7000,839
7001,7001,7472
7002,7002,70
7003,7003,14717
7004,7004,10161
7005,7005,19917
7006,7006,11073
7007,7007,19026
7008,7008,7282
7009,7009,778
7010,7010,19125
7011,7011,13514
7012,7012,4226
7013,7013,17633
7014,7014,1830
7015,7015,15945
7016,7016,18574
7017,7017,5211
7018,7018,13485
7019,7019,14985
7020,7020,10518
7021,7021,669
7022,7022,9404
7023,7023,17972
7024,7024,8005
7025,7025,674
7026,7026,60
7027,7027,8824
7028,7028,14049
7029,7029,18830
7030,7030,18895
7031,7031,6161
7032,7032,15140
7033,7033,5723
7034,7034,18303
7035,7035,10886
7036,7036,10350
7037,7037,14381
7038,7038,6713
7039,7039,5398
7040,7040,18712
7041,7041,9445
7042,7042,19297
7043,7043,13740
7044,7044,11399
7045,7045,13363
7046,7046,14183
7047,7047,17613
7048,7048,66
7049,7049,19178
7050,7050,16205
7051,7051,2159
7052,7052,17199
7053,7053,16804
7054,7054,18303
7055,7055,15622
7056,7056,11698
7057,7057,16086
7058,7058,10892
7059,7059,18199
7060,7060,9767
7061,7061,2719
7062,7062,5082
7063,7063,11815
7064,7064,3701
7065,7065,14278
7066,7066,10959
7067,7067,13286
7068,7068,19016
7069,7069,7620
7070,7070,10481
7071,7071,13076
7072,7072,15377
7073,7073,482
7074,7074,6856
7075,7075,14515
7076,7076,19748
7077,7077,16026
7078,7078,8111
7079,7079,4734
7080,7080,8584
7081,7081,14253
7082,7082,10691
7083,7083,5509
7084,7084,10259
7085,7085,5705
7086,7086,17681
7087,7087,8205
7088,7088,14793
7089,7089,6164
7090,7090,4988
7091,7091,13323
7092,7092,268
7093,7093,6152
7094,7094,7665
7095,7095,9606
7096,7096,11717
7097,7097,1012
7098,7098,14814
7099,7099,19605
7100,7100,16099
7101,7101,12465
7102,7102,12157
7103,7103,17411
7104,7104,17905
7105,7105,13063
7106,7106,1416
7107,7107,2516
7108,7108,4833
7109,7109,2295
7110,7110,18229
7111,7111,7666
7112,7112,860
7113,7113,8505
7114,7114,6761
7115,7115,16452
7116,7116,11293
7117,7117,19216
7118,7118,3027
7119,7119,16556
7120,7120,9530
7121,7121,19271
7122,7122,17076
7123,7123,6649
7124,7124,2702
7125,7125,12756
7126,7126,2527
7127,7127,4159
7128,7128,1924
7129,7129,4884
7130,7130,4938
7131,7131,18498
7132,7132,15352
7133,7133,1370
7134,7134,11971
7135,7135,11527
7136,7136,15568
7137,7137,19399
7138,7138,14818
7139,7139,2323
7140,7140,5420
7141,7141,14771
7142,7142,13944
7143,7143,8221
7144,7144,5699
7145,7145,9962
7146,7146,11815
7147,7147,3508
7148,7148,19234
7149,7149,19266
7150,7150,99
7151,7151,9266
7152,7152,16570
7153,7153,7720
7154,7154,9941
7155,7155,12139
7156,7156,15528
7157,7157,1839
7158,7158,15098
7159,7159,1211
7160,7160,11072
7161,7161,2406
7162,7162,13928
7163,7163,15531
7164,7164,12051
7165,7165,3346
7166,7166,18710
7167,7167,12105
7168,7168,15063
7169,7169,14922
7170,7170,1390
7171,7171,1257
7172,7172,2898
7173,7173,7726
7174,7174,1175
7175,7175,13354
7176,7176,10552
7177,7177,2919
7178,7178,6340
7179,7179,3684
7180,7180,86
7181,7181,19199
7182,7182,13135
7183,7183,11664
7184,7184,964
7185,7185,17981
7186,7186,11398
7187,7187,8658
7188,7188,16269
7189,7189,16392
7190,7190,14078
7191,7191,18070
7192,7192,18103
7193,7193,15757
7194,7194,14812
7195,7195,12967
7196,7196,11672
7197,7197,3048
7198,7198,10470
7199,7199,16771
7200,7200,11974
7201,7201,263
7202,7202,1489
7203,7203,8253
7204,7204,3166
7205,7205,1082
7206,7206,9733
7207,7207,1879
7208,7208,13189
7209,7209,5844
7210,7210,13186
7211,7211,16229
7212,7212,15480
7213,7213,17932
7214,7214,17833
7215,7215,7521
7216,7216,2274
7217,7217,13562
7218,7218,4776
7219,7219,6858
7220,7220,6725
7221,7221,19161
7222,7222,14283
7223,7223,5762
7224,7224,896
7225,7225,17886
7226,7226,17192
7227,7227,17689
7228,7228,13516
7229,7229,6548
7230,7230,10426
7231,7231,10315
7232,7232,13535
7233,7233,17672
7234,7234,228
7235,7235,18543
7236,7236,15226
7237,7237,1317
7238,7238,2557
7239,7239,14962
7240,7240,1574
7241,7241,11188
7242,7242,9426
7243,7243,17865
7244,7244,14498
7245,7245,2936
7246,7246,9534
7247,7247,15264
7248,7248,15847
7249,7249,18957
7250,7250,1416
7251,7251,12663
7252,7252,1600
7253,7253,5761
7254,7254,10410
7255,7255,4740
7256,7256,4785
7257,7257,15648
7258,7258,11205
7259,7259,6738
7260,7260,6808
7261,7261,3194
7262,7262,3232
7263,7263,10738
7264,7264,15883
7265,7265,4051
7266,7266,14184
7267,7267,9502
7268,7268,7652
7269,7269,3799
7270,7270,1545
7271,7271,18945
7272,7272,2315
7273,7273,13039
7274,7274,1402
7275,7275,3779
7276,7276,17925
7277,7277,18158
7278,7278,5718
7279,7279,10462
7280,7280,1512
7281,7281,15294
7282,7282,12503
7283,7283,19556
7284,7284,8055
7285,7285,11524
7286,7286,5051
7287,7287,11791
7288,7288,12748
7289,7289,16037
7290,7290,18635
7291,7291,6623
7292,7292,9566
7293,7293,5669
7294,7294,14753
7295,7295,14276
7296,7296,6154
7297,7297,13835
7298,7298,6048
7299,7299,9755
7300,7300,13977
7301,7301,13162
7302,7302,4769
7303,7303,9655
7304,7304,6301
7305,7305,5662
7306,7306,14546
7307,7307,7412
7308,7308,418
7309,7309,8424
7310,7310,17785
7311,7311,9978
7312,7312,5394
7313,7313,8734
7314,7314,8621
7315,7315,12032
7316,7316,1102
7317,7317,3378
7318,7318,16410
7319,7319,9755
7320,7320,5715
7321,7321,12348
7322,7322,2236
7323,7323,2170
7324,7324,13511
7325,7325,4346
7326,7326,17521
7327,7327,12072
7328,7328,17063
7329,7329,4664
7330,7330,10279
7331,7331,14217
7332,7332,18206
7333,7333,13305
7334,7334,16332
7335,7335,19992
7336,7336,19201
7337,7337,18371
7338,7338,8006
7339,7339,13709
7340,7340,6456
7341,7341,6807
7342,7342,7
7343,7343,17994
7344,7344,5008
7345,7345,5980
7346,7346,19098
7347,7347,14029
7348,7348,10375
7349,7349,5241
7350,7350,11803
7351,7351,6269
7352,7352,5931
7353,7353,4655
7354,7354,17996
7355,7355,9655
7356,7356,9828
7357,7357,18809
7358,7358,18839
7359,7359,1437
7360,7360,18503
7361,7361,12723
7362,7362,12543
7363,7363,8088
7364,7364,17507
7365,7365,7185
7366,7366,1399
7367,7367,4213
7368,7368,5889
7369,7369,8590
7370,7370,7041
7371,7371,10593
7372,7372,16393
7373,7373,7470
7374,7374,8252
7375,7375,9766
7376,7376,14078
7377,7377,17213
7378,7378,7358
7379,7379,12003
7380,7380,12052
7381,7381,6982
7382,7382,10005
7383,7383,18821
7384,7384,16119
7385,7385,18629
7386,7386,4587
7387,7387,18432
7388,7388,18108
7389,7389,6450
7390,7390,11135
7391,7391,8014
7392,7392,16799
7393,7393,5211
7394,7394,16152
7395,7395,1
7396,7396,19481
7397,7397,19525
7398,7398,12383
7399,7399,9634
7400,7400,10529
7401,7401,14402
7402,7402,19643
7403,7403,18358
7404,7404,7264
7405,7405,13588
7406,7406,13217
7407,7407,10030
7408,7408,13448
7409,7409,14624
7410,7410,4422
7411,7411,13635
7412,7412,10115
7413,7413,8798
7414,7414,1087
7415,7415,19662
7416,7416,5970
7417,7417,12359
7418,7418,17953
7419,7419,2694
7420,7420,11065
7421,7421,7905
7422,7422,11567
7423,7423,12874
7424,7424,6000
7425,7425,3799
7426,7426,4254
7427,7427,15816
7428,7428,2832
7429,7429,7248
7430,7430,10045
7431,7431,14377
7432,7432,7071
7433,7433,6868
7434,7434,18226
7435,7435,18699
7436,7436,1173
7437,7437,18829
7438,7438,13070
7439,7439,1017
7440,7440,19850
7441,7441,10344
7442,7442,8717
7443,7443,16929
7444,7444,19101
7445,7445,16815
7446,7446,10119
7447,7447,9697
7448,7448,18828
7449,7449,11481
7450,7450,16329
7451,7451,6440
7452,7452,11178
7453,7453,11917
7454,7454,18028
7455,7455,15646
7456,7456,15159
7457,7457,3660
7458,7458,18834
7459,7459,1205
7460,7460,10574
7461,7461,7328
7462,7462,14130
7463,7463,10721
7464,7464,15296
7465,7465,606
7466,7466,4949
7467,7467,19800
7468,7468,12765
7469,7469,9511
7470,7470,2714
7471,7471,1084
7472,7472,7151
7473,7473,8917
7474,7474,18389
7475,7475,18532
7476,7476,18928
7477,7477,10872
7478,7478,14509
7479,7479,9343
7480,7480,5633
7481,7481,1995
7482,7482,12937
7483,7483,18531
7484,7484,805
7485,7485,16832
7486,7486,10325
7487,7487,40
7488,7488,15248
7489,7489,17086
7490,7490,3716
7491,7491,7294
7492,7492,1392
7493,7493,2386
7494,7494,12823
7495,7495,108
7496,7496,162
7497,7497,17774
7498,7498,392
7499,7499,4511
7500,7500,7091
7501,7501,14097
7502,7502,19551
7503,7503,6277
7504,7504,6134
7505,7505,10286
7506,7506,9316
7507,7507,4028
7508,7508,3227
7509,7509,19501
7510,7510,10442
7511,7511,7277
7512,7512,12753
7513,7513,15825
7514,7514,15818
7515,7515,15275
7516,7516,6715
7517,7517,11772
7518,7518,3940
7519,7519,10117
7520,7520,17825
7521,7521,3399
7522,7522,10534
7523,7523,7856
7524,7524,11263
7525,7525,3707
7526,7526,13198
7527,7527,3441
7528,7528,9572
7529,7529,15577
7530,7530,8776
7531,7531,8496
7532,7532,8053
7533,7533,7316
7534,7534,14987
7535,7535,16605
7536,7536,14900
7537,7537,2596
7538,7538,15280
7539,7539,10974
7540,7540,17985
7541,7541,15319
7542,7542,4327
7543,7543,5260
7544,7544,16482
7545,7545,19525
7546,7546,878
7547,7547,12110
7548,7548,13693
7549,7549,844
7550,7550,17370
7551,7551,13483
7552,7552,13950
7553,7553,15446
7554,7554,15062
7555,7555,12487
7556,7556,5627
7557,7557,8548
7558,7558,9126
7559,7559,3288
7560,7560,14742
7561,7561,2603
7562,7562,15988
7563,7563,17093
7564,7564,17019
7565,7565,16109
7566,7566,17842
7567,7567,4410
7568,7568,15814
7569,7569,8890
7570,7570,9591
7571,7571,13961
7572,7572,12975
7573,7573,11686
7574,7574,9450
7575,7575,14725
7576,7576,18647
7577,7577,16973
7578,7578,8926
7579,7579,15179
7580,7580,16020
7581,7581,7725
7582,7582,19552
7583,7583,2126
7584,7584,9566
7585,7585,10953
7586,7586,19496
7587,7587,3537
7588,7588,18909
7589,7589,15360
7590,7590,12484
7591,7591,4026
7592,7592,5588
7593,7593,8880
7594,7594,9923
7595,7595,9560
7596,7596,11912
7597,7597,9549
7598,7598,9388
7599,7599,9901
7600,7600,2730
7601,7601,18677
7602,7602,11960
7603,7603,7259
7604,7604,18130
7605,7605,15381
7606,7606,15578
7607,7607,18430
7608,7608,12814
7609,7609,8608
7610,7610,9885
7611,7611,9002
7612,7612,17760
7613,7613,859
7614,7614,17918
7615,7615,1914
7616,7616,7941
7617,7617,6908
7618,7618,17962
7619,7619,8536
7620,7620,17668
7621,7621,19956
7622,7622,5156
7623,7623,3165
7624,7624,18486
7625,7625,13585
7626,7626,12256
7627,7627,16162
7628,7628,5391
7629,7629,9802
7630,7630,722
7631,7631,1900
7632,7632,4935
7633,7633,12603
7634,7634,19540
7635,7635,2970
7636,7636,15160
7637,7637,19231
7638,7638,9313
7639,7639,440
7640,7640,10126
7641,7641,13752
7642,7642,15203
7643,7643,11427
7644,7644,1658
7645,7645,13840
7646,7646,4405
7647,7647,5832
7648,7648,15313
7649,7649,4116
7650,7650,1648
7651,7651,8058
7652,7652,10728
7653,7653,19574
7654,7654,16502
7655,7655,18854
7656,7656,10439
7657,7657,1886
7658,7658,8971
7659,7659,3670
7660,7660,12317
7661,7661,9818
7662,7662,15944
7663,7663,7298
7664,7664,19982
7665,7665,12525
7666,7666,10024
7667,7667,17750
7668,7668,11262
7669,7669,19472
7670,7670,18195
7671,7671,254
7672,7672,11291
7673,7673,10485
7674,7674,16456
7675,7675,9334
7676,7676,6706
7677,7677,10693
7678,7678,1144
7679,7679,5560
7680,7680,10044
7681,7681,2853
7682,7682,12625
7683,7683,18865
7684,7684,825
7685,7685,8319
7686,7686,19942
7687,7687,8437
7688,7688,2774
7689,7689,3776
7690,7690,8073
7691,7691,12078
7692,7692,11172
7693,7693,595
7694,7694,13106
7695,7695,5151
7696,7696,9942
7697,7697,4163
7698,7698,7396
7699,7699,16782
7700,7700,12503
7701,7701,13309
7702,7702,11901
7703,7703,13526
7704,7704,60
7705,7705,1999
7706,7706,480
7707,7707,19678
7708,7708,7557
7709,7709,8803
7710,7710,13197
7711,7711,13602
7712,7712,8893
7713,7713,5168
7714,7714,1125
7715,7715,19784
7716,7716,2566
7717,7717,5439
7718,7718,7741
7719,7719,8267
7720,7720,9426
7721,7721,14629
7722,7722,1052
7723,7723,1213
7724,7724,10595
7725,7725,19952
7726,7726,5363
7727,7727,5563
7728,7728,1919
7729,7729,12492
7730,7730,12127
7731,7731,9626
7732,7732,17909
7733,7733,19465
7734,7734,15010
7735,7735,6477
7736,7736,14868
7737,7737,10965
7738,7738,15419
7739,7739,3344
7740,7740,5639
7741,7741,12289
7742,7742,5837
7743,7743,15589
7744,7744,1911
7745,7745,11963
7746,7746,48
7747,7747,8455
7748,7748,17015
7749,7749,12791
7750,7750,19306
7751,7751,18691
7752,7752,10633
7753,7753,11951
7754,7754,2963
7755,7755,5103
7756,7756,15672
7757,7757,1285
7758,7758,9601
7759,7759,6192
7760,7760,2016
7761,7761,9998
7762,7762,16547
7763,7763,16619
7764,7764,3493
7765,7765,18640
7766,7766,19290
7767,7767,2259
7768,7768,13699
7769,7769,2153
7770,7770,8445
7771,7771,173
7772,7772,772
7773,7773,14535
7774,7774,5007
7775,7775,448
7776,7776,527
7777,7777,5341
7778,7778,9216
