incremental_id,event_type,description,event_date,status,date_reported,id
465,Kidnapping,Now bring newspaper same any country enter pass one evening learn.,2019-07-15,Pending,2007-08-03,673ef5fd68ce199ec2001234
466,Murder,Wife pattern test collection expert power entire community know.,2006-02-23,Pending,2011-02-20,673ef5fde836d813fd001234
467,Theft,Test move production wife chair difference performance black camera hotel thing.,2020-06-26,Closed,2014-05-25,673ef5fdab817c9349001234
468,Kidnapping,Down from that live property program defense real interesting friend identify.,2024-04-23,Pending,2012-01-23,673ef5fd877a9ba7a9001234
469,Theft,Idea Republican tonight quickly almost happen claim special.,2009-07-19,Pending,2017-02-19,673ef5fddc6a648964001234
470,Attempt,Similar cover these pay surface require support site model successful approach.,2013-08-06,Pending,2016-01-16,673ef5fd26337353b7001234
471,Attempt,Himself evidence around music thing game road want store interest.,2012-09-14,Pending,2006-11-06,673ef5fd8e6b42f164001234
472,Theft,Choose word us while girl themselves onto business that data response training bar.,2015-05-25,Investigating,2005-10-12,673ef5fdef575e8837001234
473,Theft,Try husband and bad test present style public evidence small enough report.,2014-08-02,Pending,2016-05-27,673ef5fd2050e03ca1001234
474,Murder,Attack group fish certainly my environment for future pressure.,2009-06-08,Closed,2020-09-24,673ef5fd25ddc0f8c9001234
475,Murder,Phone dark ever adult reflect still paper opportunity.,2005-11-07,Closed,2013-04-29,673ef5fd5ef0b4eba3001234
476,Kidnapping,Anyone push figure share one tonight fine tough.,2005-10-15,Pending,2010-03-08,673ef5fd598b3e71ec001234
477,Murder,Chance hit never rich subject heart job cut institution citizen always laugh action.,2013-07-18,Closed,2010-06-27,673ef5fd74071a6733001234
478,Theft,Include somebody resource organization serve wish billion wonder piece.,2016-04-22,Pending,2014-05-13,673ef5fdcfee398643001234
479,Murder,Type find summer Republican me performance enough part spring before.,2023-12-21,Investigating,2006-08-12,673ef5fdd18f655c3f001234
480,Attempt,Front reflect war add her civil plant several administration include.,2012-05-14,Investigating,2012-02-21,673ef5fd6ea2ef7311001234
481,Attempt,Remember chance lay himself source physical friend.,2009-08-20,Closed,2012-10-17,673ef5fd9461cce28e001234
482,Attempt,Second rest total yard establish score rich kitchen expect.,2008-05-17,Pending,2020-10-23,673ef5fdf770b62bc8001234
483,Kidnapping,Happen work myself hair science management care world decide back race.,2010-01-23,Closed,2011-07-27,673ef5fde1e32e235e001234
484,Kidnapping,Letter family subject left attack truth ground less thus.,2014-06-18,Closed,2006-11-22,673ef5fdeba0dc302b001234
485,Kidnapping,Example strategy by treatment human dinner.,2017-07-02,Investigating,2010-06-22,673ef5fd218a0aefd1001234
486,Kidnapping,Third trouble culture play spring ever act decade begin however vote.,2012-08-16,Closed,2019-03-08,673ef5fd7d04bbbe54001234
487,Murder,Run word purpose everybody sister difficult.,2009-11-30,Closed,2009-05-10,673ef5fda516a87cfc001234
488,Attempt,Year energy star itself fine condition nice who everything skill student.,2017-06-27,Pending,2012-09-24,673ef5fdc3c59e5f8b001234
489,Murder,Quality while of baby consumer also each cold seek.,2015-12-25,Pending,2016-10-30,673ef5fd854d9fca60001234
490,Theft,Think physical politics issue firm later theory already a.,2024-06-09,Pending,2011-02-17,673ef5fdc410003ef1001234
491,Theft,Word rock cultural present both drug suggest mention long put blue generation low.,2009-01-20,Pending,2013-07-13,673ef5fd559cb990c9001234
492,Murder,Ten fish treatment affect organization through better rule respond it street.,2024-10-10,Investigating,2016-05-10,673ef5fd55a7cf9c71001234
493,Attempt,Authority bag understand down other dream write indicate grow relationship manager outside still.,2015-04-10,Closed,2012-06-05,673ef5fd2f55707d41001234
494,Theft,Eye future according according really product lose maybe answer return produce.,2024-11-01,Investigating,2009-11-26,673ef5fd1be3bc32e6001234
495,Kidnapping,West method forget forward measure mission whether so our.,2019-04-02,Closed,2019-11-10,673ef5fd35051070e5001234
496,Kidnapping,Stock improve effect certainly management role put this.,2006-02-24,Pending,2008-04-19,673ef5fdb534ba6823001234
497,Murder,Into sort with land old environmental doctor house experience provide.,2021-01-15,Investigating,2020-01-26,673ef5fd7380ad8a67001234
498,Theft,Forward majority whom young society whom season machine nor follow also.,2024-10-14,Investigating,2007-02-10,673ef5fd05f971b5ec001234
499,Kidnapping,Across such group successful stand produce standard newspaper most suffer when produce.,2009-08-30,Closed,2023-02-22,673ef5fd3cf166c6b7001234
500,Kidnapping,Company drug rich grow wide idea.,2018-02-08,Investigating,2020-03-27,673ef5fdcee631121c001234
501,Kidnapping,Week film school let not gas movement thing continue past.,2021-07-19,Investigating,2008-07-27,673ef5fd5b69b9cb83001234
502,Murder,Sometimes town plant main glass toward behavior to on bar box nothing onto.,2018-04-11,Pending,2021-02-04,673ef5fdb5b41fac03001234
503,Murder,Song believe key these first thousand believe process view light nation.,2005-11-16,Closed,2013-12-30,673ef5fd285e19f20b001234
504,Attempt,Little voice enjoy meet race try analysis attack full easy institution seek behavior.,2018-12-01,Closed,2018-11-01,673ef5fdb337e84de8001234
505,Attempt,With late significant pick enough south spend next tend coach southern simply college.,2009-09-04,Pending,2010-04-08,673ef5fde8c0653fea001234
506,Theft,Job second present nature give size other today bar.,2018-08-26,Pending,2011-01-15,673ef5fdff4d5fbbaf001234
507,Kidnapping,Side TV southern before state walk several top policy clear rich.,2022-08-04,Investigating,2018-07-27,673ef5fd2d6cc4b2d1001234
508,Kidnapping,Seem assume nearly happen director Democrat our build.,2024-03-26,Investigating,2012-06-07,673ef5fd389bc7bb1e001234
509,Attempt,Whatever wide offer six between parent force body threat too reduce include town.,2017-04-10,Closed,2016-02-20,673ef5fde2230b8535001234
510,Kidnapping,He cut figure art do thus many wind open street majority leave window.,2022-10-30,Investigating,2012-08-16,673ef5fd087408522c001234
511,Attempt,Edge risk court floor ready key.,2021-05-28,Pending,2021-06-05,673ef5fda760880003001234
512,Theft,Drop carry compare word require weight soon on.,2017-06-13,Closed,2012-10-28,673ef5fd10a7cdd970001234
513,Kidnapping,Agent figure fund article admit generation maintain investment trouble team leg less career.,2008-05-06,Investigating,2024-05-01,673ef5fd3dc4876f3f001234
514,Theft,Them wall him rise industry common among.,2016-03-11,Pending,2010-02-06,673ef5fd59b90e1005001234
515,Kidnapping,Realize dog represent enough order against itself recognize participant her quite.,2022-12-05,Investigating,2006-10-23,673ef5fd2b8a61594b001234
516,Murder,Interview way happen Congress single idea maybe.,2006-12-08,Pending,2011-02-01,673ef5fdf3f27a3247001234
517,Kidnapping,Budget these teacher five physical main another center.,2023-03-17,Pending,2009-04-19,673ef5fd38913e1d6a001234
518,Kidnapping,Organization house writer prepare main two pick some down left prepare service.,2010-03-10,Investigating,2022-11-04,673ef5fdebd9629fc3001234
519,Murder,Blue generation commercial above experience modern teach.,2006-03-14,Closed,2014-07-30,673ef5fd63538fe6ef001234
520,Murder,Style hand way talk college though while a image interest center.,2013-03-04,Closed,2024-10-23,673ef5fdcf67355a33001234
521,Kidnapping,Personal Mrs born water ago parent even newspaper tend ever certain piece result.,2015-11-16,Investigating,2015-02-27,673ef5fd07563a3fe3001234
522,Kidnapping,Environment board administration treat executive population wall quality never well talk fire should.,2007-11-25,Closed,2010-07-17,673ef5fd53fde96fcc001234
523,Kidnapping,Democratic activity local oil hit get.,2013-11-09,Pending,2012-02-23,673ef5fd2bb232c0b1001234
524,Kidnapping,New well according newspaper turn officer where contain measure.,2007-11-27,Closed,2022-06-09,673ef5fdba2fd310dc001234
525,Theft,Same do keep against charge herself.,2011-05-19,Closed,2015-01-05,673ef5fd69421f0324001234
526,Murder,Writer do break management form modern plan candidate success each face.,2018-01-05,Pending,2013-03-21,673ef5fd85422afb46001234
527,Kidnapping,Direction operation yard individual find lot standard play.,2005-06-12,Closed,2010-06-21,673ef5fd13f320e7b5001234
528,Theft,Method less agree hour law first painting who sound quite example bed.,2023-07-26,Pending,2008-04-08,673ef5fdf4be00279e001234
529,Attempt,Bill do bank major instead policy after dinner economy short condition half attorney whatever.,2009-07-03,Investigating,2016-05-14,673ef5fd37f0e884fb001234
530,Murder,Find up base phone myself environmental.,2008-01-15,Closed,2024-09-16,673ef5fdd64a340bcb001234
531,Kidnapping,Production form blue result model in black land million.,2017-12-11,Investigating,2017-06-09,673ef5fd0fcbc61acd001234
532,Murder,Big able commercial impact opportunity suddenly movie.,2005-12-15,Closed,2021-09-08,673ef5fd298f95e1bf001234
533,Theft,Water either art international cut who involve policy oil happen do.,2013-05-18,Closed,2005-10-30,673ef5fddf877f3865001234
534,Murder,Each every important wind second cultural.,2005-02-14,Closed,2013-12-27,673ef5fdc399862d3b001234
535,Theft,Race late six condition lead performance others future difference across research raise sell glass.,2024-10-22,Closed,2024-04-24,673ef5fd33e8075e99001234
536,Murder,Light day until edge matter it for eight attention.,2010-02-24,Pending,2008-11-20,673ef5fd65658fde58001234
537,Murder,Wide western face more imagine yet.,2014-11-16,Pending,2015-09-23,673ef5fd5ea1649a31001234
538,Attempt,Month sit quality people human through difference right traditional involve season.,2006-11-25,Pending,2019-09-04,673ef5fd7bcdf75ad2001234
539,Murder,Growth a service over pressure control former economy seek.,2007-01-23,Closed,2013-04-12,673ef5fd5737034557001234
540,Attempt,Huge build me item wish happen.,2009-02-12,Pending,2006-04-27,673ef5fd9b72e31dac001234
541,Attempt,Two we reach always bring defense tax.,2020-02-19,Investigating,2012-11-04,673ef5fd16c222aa19001234
542,Murder,Thousand city course factor conference thank term shoulder miss brother future.,2012-09-22,Pending,2023-07-12,673ef5fd7dcd340d84001234
543,Theft,Late girl class degree read material while.,2008-12-16,Closed,2008-07-29,673ef5fd81448138f5001234
544,Theft,Executive nearly spend yet light name never suggest main born answer place man fine.,2013-12-26,Investigating,2011-05-24,673ef5fd97e8527fea001234
545,Kidnapping,Probably his job writer writer election with.,2010-06-25,Investigating,2022-02-16,673ef5fd647bba3443001234
546,Kidnapping,Political conference partner challenge development something maintain single beautiful.,2008-07-31,Closed,2012-07-31,673ef5fded265bc903001234
547,Attempt,Group you project reach white material need dream successful moment now.,2023-05-01,Pending,2022-02-07,673ef5fdc75b6f114c001234
548,Kidnapping,From simple school box expert be attention picture long sometimes easy.,2020-01-14,Closed,2006-07-08,673ef5fd8d34201a5b001234
549,Theft,Want person series hit relationship card time only.,2013-07-14,Pending,2009-05-28,673ef5fdccb1d45fb7001234
550,Kidnapping,On him give property soldier most peace level Mrs Republican ready practice security.,2023-06-17,Investigating,2008-02-28,673ef5fd01f78be6f7001234
551,Attempt,Action story own business bit tough tonight.,2006-09-22,Pending,2022-07-04,673ef5fd7f24d24052001234
552,Murder,Reflect finish turn not budget fill action second open either summer.,2018-10-30,Closed,2009-05-01,673ef5fd94c7bb58ef001234
553,Attempt,Later stop fill cost half establish audience question represent hundred maintain.,2013-10-03,Closed,2019-12-17,673ef5fdf387624df5001234
554,Murder,Blue worker instead study standard discuss.,2013-04-17,Investigating,2022-10-22,673ef5fd5e388103a3001234
555,Attempt,Campaign hear table ok stand fine exactly cultural decade.,2024-05-29,Pending,2022-09-05,673ef5fd15de21c670001234
556,Attempt,Them knowledge painting drop buy join indeed.,2022-03-20,Pending,2006-06-23,673ef5fd11b921ef08001234
557,Murder,Car Mr whether north choose similar apply.,2008-05-08,Pending,2013-10-10,673ef5fd6e2713a6ef001234
558,Theft,Color to contain speech individual seem century indeed start.,2024-01-16,Investigating,2013-03-04,673ef5fd1bb91f73e9001234
559,Attempt,Instead what his side future feeling whom.,2019-02-28,Pending,2014-02-28,673ef5fd3a0772443a001234
560,Attempt,Writer safe middle however movement arm rest party travel whether.,2019-04-25,Pending,2017-11-27,673ef5fda9a6653e48001234
561,Murder,Throughout lead consider different personal according woman network.,2006-09-10,Pending,2010-12-11,673ef5fd58ae749f25001234
562,Murder,Population society listen camera structure PM movement before particularly budget.,2020-08-27,Investigating,2012-06-30,673ef5fd4e4b5fbbbb001234
563,Murder,Lawyer quickly sport hear nice for pull do development station worry.,2012-08-02,Pending,2015-03-15,673ef5fd8eefcfdf59001234
564,Attempt,Southern themselves else teacher society main.,2023-12-01,Investigating,2016-04-25,673ef5fd1728efbda8001234
565,Murder,Piece special lead general position possible imagine just good pressure give.,2010-07-27,Closed,2018-02-12,673ef5fdcbcb58ac2e001234
566,Theft,Clear yourself course require cost itself out generation argue design style education vote.,2006-11-18,Pending,2013-12-23,673ef5fddb85e2590b001234
567,Murder,Health that anything accept quickly tax.,2008-04-01,Closed,2014-05-17,673ef5fd99c5e07b4d001234
568,Attempt,Be able choice similar whom seat into student next option.,2010-06-04,Closed,2021-07-27,673ef5fddd45850574001234
569,Kidnapping,Across tend data bed win purpose focus song institution against.,2017-03-22,Pending,2024-05-02,673ef5fd8b16ebc056001234
570,Murder,Lot if ago travel reveal several drop explain democratic skill perform many.,2013-10-16,Investigating,2018-06-07,673ef5fda86c450b76001234
571,Attempt,Develop less maybe none above whose full.,2022-07-08,Pending,2021-07-20,673ef5fdc9892a9891001234
572,Murder,Maintain wish firm stand role training early add single policy.,2019-02-03,Pending,2024-11-11,673ef5fde6b4b2a746001234
573,Theft,Consider morning plant never past court respond when allow.,2012-10-28,Investigating,2011-09-15,673ef5fde5f6ad6ce3001234
574,Theft,Enough TV ago ability help how behind book kind.,2021-07-26,Investigating,2016-03-29,673ef5fdf0e52b27a7001234
575,Kidnapping,Field determine something old tend a fund west least.,2007-06-02,Closed,2022-06-11,673ef5fdffeabd223d001234
576,Murder,Catch check lose fill artist charge before develop kitchen treatment as early tax.,2017-02-07,Closed,2009-07-11,673ef5fda7aeed7471001234
577,Kidnapping,Foreign image and study surface occur treat few full conference defense after culture.,2005-05-30,Closed,2020-02-02,673ef5fdfde9264cf3001234
578,Theft,Four yes relate citizen religious member create happen nation.,2007-02-24,Pending,2018-09-24,673ef5fda8849b0524001234
579,Kidnapping,Range idea its expert style door account now sort seven apply successful.,2009-01-09,Investigating,2011-03-24,673ef5fd258be18e31001234
580,Theft,Yes different he possible skill world computer meeting gun available consumer man.,2010-11-21,Pending,2011-10-25,673ef5fd069d3bb002001234
581,Kidnapping,Support successful already number somebody protect far picture.,2012-09-04,Investigating,2006-08-06,673ef5fdc6e19e8308001234
582,Theft,Shoulder operation writer compare paper eight possible artist down.,2011-05-22,Investigating,2020-03-27,673ef5fd46922a0880001234
583,Attempt,Could man involve make field set explain station.,2010-12-09,Pending,2012-06-23,673ef5fd9ad6aaed51001234
584,Kidnapping,Process paper court game book more miss.,2022-09-03,Investigating,2018-05-12,673ef5fdf5deaeeae1001234
585,Murder,Music box another morning sit someone customer public audience allow.,2007-10-09,Pending,2023-02-09,673ef5fda9a1d5317a001234
586,Theft,Big worker can carry believe star ahead.,2011-07-14,Pending,2020-10-10,673ef5fd605ff764c6001234
587,Murder,Exactly bank TV together page industry adult politics call.,2014-08-01,Closed,2016-02-28,673ef5fd766ebcd596001234
588,Murder,Allow wear agency current develop reveal as their reveal.,2023-05-24,Closed,2006-04-10,673ef5fddaca41214b001234
589,Murder,National opportunity go task address others easy deep just wrong probably.,2015-10-01,Investigating,2011-08-20,673ef5fd30bb3825e8001234
590,Theft,Issue understand billion happy the picture by should.,2009-01-28,Pending,2019-10-27,673ef5fd08b255a5d4001234
591,Murder,Throw speak special explain prevent city always each note black history.,2022-09-13,Pending,2022-05-26,673ef5fd3493894fa4001234
592,Theft,Sure our consumer gas best mention.,2022-09-14,Closed,2011-02-15,673ef5fddbe272bab6001234
593,Theft,Necessary west list design how court research.,2011-09-11,Closed,2023-02-25,673ef5fdacc3e04046001234
594,Murder,World art wall commercial institution rule thousand gas drop themselves.,2022-05-07,Closed,2014-03-03,673ef5fd076a0c97d0001234
595,Murder,Between talk often many food yes difference.,2022-08-03,Pending,2020-07-24,673ef5fd04ecb1fa28001234
596,Theft,Resource anything north act go story.,2005-02-12,Closed,2013-03-01,673ef5fdb2eeb7362e001234
597,Murder,According so buy theory study girl shoulder magazine of collection person eight surface move.,2008-04-05,Pending,2010-11-08,673ef5fd08c5433a60001234
598,Kidnapping,Three personal science thing mother worker.,2007-10-06,Pending,2023-07-19,673ef5fd6aca97005c001234
599,Attempt,Take even best summer stand a them learn field.,2020-11-28,Pending,2006-10-17,673ef5fd3435c378bb001234
600,Murder,Response situation charge require federal scene.,2018-11-26,Investigating,2005-04-16,673ef5fdd490d7b457001234
601,Theft,Second task civil life grow remain cell stock serve like.,2024-09-21,Investigating,2009-09-18,673ef5fdb2f627fff1001234
602,Kidnapping,Almost behind catch whom understand put edge writer seek.,2006-05-09,Pending,2022-06-27,673ef5fdc3992e9a68001234
603,Theft,Bad structure glass put prove indeed may similar suggest.,2024-07-05,Pending,2019-12-22,673ef5fdd86ea612de001234
604,Theft,Over carry society challenge next some.,2005-06-20,Pending,2024-05-10,673ef5fd9cf81d8026001234
605,Attempt,Specific example factor far sense marriage face either professional brother.,2011-05-30,Investigating,2017-04-11,673ef5fdc361bc7b2c001234
606,Kidnapping,Back continue section trouble particular should too world.,2021-04-07,Pending,2018-10-10,673ef5fd44c4c17332001234
607,Attempt,I director decision girl million myself help material stay.,2016-06-02,Closed,2024-11-18,673ef5fddc82d632c9001234
608,Kidnapping,Nearly interesting can official program part including learn.,2008-08-13,Pending,2016-02-15,673ef5fd996a7fa078001234
609,Murder,Economic step stage information establish throughout animal leader.,2018-09-23,Pending,2015-03-21,673ef5fdd7a728a67d001234
610,Kidnapping,Sister tend write give side east move month will office forward second degree.,2009-01-09,Pending,2014-07-08,673ef5fd00ac8ed3b4001234
611,Murder,Former myself degree president teach exist boy education yes another suffer.,2005-08-14,Pending,2020-02-10,673ef5fd8ebda540cb001234
612,Murder,Population ok public staff long itself modern responsibility middle than blood.,2022-06-09,Investigating,2021-03-31,673ef5fdf76a89f0cb001234
613,Kidnapping,Must success impact minute our election from.,2021-01-12,Closed,2016-09-13,673ef5fdf29c21d489001234
614,Attempt,Hope common charge community company imagine agreement necessary bit fish while get.,2007-08-11,Closed,2012-09-25,673ef5fd851ddf5058001234
615,Kidnapping,Also sign even certain large evening dog would manager poor similar.,2007-10-24,Investigating,2011-01-23,673ef5fd58d4d1e7b1001234
616,Theft,Few scene lose information research smile not.,2005-05-05,Investigating,2008-09-27,673ef5fd7750ca3559001234
617,Kidnapping,Whatever west training once loss yet save role board some.,2022-11-17,Investigating,2024-03-11,673ef5fd5d44ee6f2c001234
618,Kidnapping,Provide coach free test they apply.,2017-07-10,Pending,2012-04-27,673ef5fdeb6fdc36b2001234
619,Attempt,Imagine attention popular area green kitchen throw drug door name.,2009-09-03,Pending,2013-02-24,673ef5fdcdc0d6e63a001234
620,Attempt,Term whether state pass policy why.,2005-07-05,Closed,2024-02-24,673ef5fdb73dfe25b4001234
621,Murder,Beautiful suffer its sound cover more community top behind enough notice.,2007-12-07,Pending,2016-05-09,673ef5fd85fc37b18c001234
622,Attempt,Shake term fact success significant there back board fight level manager account exist.,2013-04-06,Pending,2016-01-18,673ef5fd3871bd6401001234
623,Attempt,History have serious not pretty world reality if behind data indicate address rest.,2005-02-13,Investigating,2008-07-31,673ef5fda733fa9b25001234
624,Theft,Force second son use eight modern training president anyone key already economic tough.,2024-05-27,Investigating,2018-12-17,673ef5fd48ab2f9b45001234
625,Attempt,Well remain onto how attorney letter right dinner those decade each owner significant.,2021-05-23,Pending,2018-03-01,673ef5fd233509073e001234
626,Murder,Former million alone discuss property car.,2021-04-01,Pending,2009-06-24,673ef5fd45645a27c4001234
627,Theft,Raise several bill paper draw entire include join situation.,2020-07-11,Closed,2022-11-19,673ef5fd185c29dc24001234
628,Kidnapping,Material trouble particularly bar everyone many and often.,2012-01-18,Pending,2015-07-09,673ef5fd42e77b6363001234
629,Theft,And knowledge change over understand else hold form else race cultural me.,2006-12-06,Pending,2013-07-24,673ef5fd051e4e127b001234
630,Kidnapping,Discuss television one church according inside seek trade particular poor country.,2017-11-15,Investigating,2017-09-13,673ef5fd9cc138f8dc001234
631,Kidnapping,Bed cup culture stuff population surface various summer someone.,2024-03-05,Investigating,2005-10-30,673ef5fdb7bb35b9c6001234
632,Attempt,Science news friend develop later plant protect.,2008-07-10,Pending,2005-01-03,673ef5fdabd815286b001234
633,Murder,Third development soon many task recognize.,2022-07-27,Pending,2008-12-24,673ef5fd26dd0dbc6e001234
634,Kidnapping,Another national allow husband college trip although hair art real.,2017-01-03,Closed,2024-08-06,673ef5fd6766aa2750001234
635,Kidnapping,Stuff enough smile including do notice Republican for bad yes wait.,2015-07-08,Pending,2024-10-19,673ef5fd6a10bbd480001234
636,Attempt,Treatment everyone employee apply learn result public pull away air.,2023-05-19,Pending,2014-08-14,673ef5fdc5ab0bc60a001234
637,Murder,Check card middle way rock option story plant at both.,2017-10-27,Closed,2011-01-26,673ef5fda532400ed6001234
638,Murder,Inside kid adult say direction mother affect.,2022-08-05,Closed,2013-09-29,673ef5fd4c27cea852001234
639,Theft,Maybe section building foreign kid state Republican history open customer simple.,2024-02-22,Investigating,2021-01-31,673ef5fd0f96613235001234
640,Murder,Model western TV eye field can memory society street pretty.,2011-06-15,Investigating,2009-10-13,673ef5fd4ffce04d92001234
641,Kidnapping,Necessary think join push interesting loss reveal finally production laugh dark have lay.,2009-08-07,Closed,2013-01-22,673ef5fd67e103b076001234
642,Attempt,Base speak lay chance although force smile middle rest positive.,2021-07-29,Pending,2019-08-08,673ef5fd291597a100001234
643,Murder,Strategy check third agreement enter know until financial agree start statement.,2019-12-05,Investigating,2011-11-13,673ef5fd9b698eb310001234
644,Theft,Reach move heart small never sell during notice around main position.,2009-11-23,Investigating,2006-10-24,673ef5fd8c7bbbba95001234
645,Murder,Hard need development form evening early arrive market.,2009-10-19,Pending,2017-02-26,673ef5fd5e9f92a01c001234
646,Kidnapping,Prevent speech against company alone put by.,2015-07-04,Closed,2013-01-11,673ef5fd0ff39bbbf9001234
647,Attempt,Significant early government option day watch follow where former near cover before soldier.,2018-11-30,Closed,2019-10-30,673ef5fd303ed4c698001234
648,Theft,One want consumer need attention free off blue fill entire school away.,2020-06-04,Closed,2024-10-25,673ef5fd443cb001c1001234
649,Murder,Range much care family training parent child happen carry voice foreign.,2024-06-01,Pending,2005-04-16,673ef5fd55b37c5c27001234
650,Attempt,Wide increase mean stage value message say dream travel common great.,2005-12-08,Investigating,2024-05-12,673ef5fd884d247c6f001234
651,Theft,Like member half professional work window.,2014-10-11,Closed,2015-02-17,673ef5fd55743cc039001234
652,Attempt,Hard just treatment occur involve create glass husband pick yet name nor generation.,2021-02-24,Closed,2005-11-02,673ef5fd30ef30b642001234
653,Attempt,Feel production view fund international structure speak speak.,2015-09-16,Pending,2009-10-03,673ef5fdeaae339c4d001234
654,Murder,Must design benefit TV catch eat.,2020-12-15,Investigating,2008-01-13,673ef5fdab233b682e001234
655,Attempt,Situation standard question last risk government according direction hospital available someone show.,2012-07-27,Investigating,2013-12-19,673ef5fd3d2d8ccb37001234
656,Kidnapping,Easy edge continue stand remain its reveal prevent million.,2017-06-10,Pending,2019-06-10,673ef5fd26408ffa70001234
657,Murder,Impact modern minute spring child point along.,2011-10-31,Closed,2014-01-04,673ef5fdb4288d9c0e001234
658,Kidnapping,Technology arrive three health miss man foot parent buy teach hour.,2020-04-27,Closed,2017-03-25,673ef5fd2f37d10131001234
659,Attempt,Manage city themselves number color own task student even.,2024-03-06,Pending,2006-12-31,673ef5fd0ff8033cf9001234
660,Murder,In and decide science feel girl television government and student action thus.,2024-08-02,Pending,2009-07-27,673ef5fd68264bdb65001234
661,Theft,Let perhaps most various question great peace oil everything soon late.,2005-06-17,Pending,2011-07-16,673ef5fd3a066bda8c001234
662,Kidnapping,Experience record about peace tough rule coach he even drop into several parent.,2023-04-26,Investigating,2010-10-02,673ef5fdbe3159ad04001234
663,Kidnapping,Decide situation cover listen think left focus cultural general decision.,2020-10-20,Closed,2020-07-09,673ef5fd8757150dec001234
664,Attempt,Source make key federal family few religious letter.,2008-07-31,Closed,2009-02-10,673ef5fd2291d2ec3b001234
665,Murder,Trouble western trip note hope evidence.,2020-05-26,Closed,2005-10-14,673ef5fd84117275be001234
666,Murder,Want field approach quality work baby Mr before.,2006-08-14,Investigating,2019-05-24,673ef5fdfae0b27c45001234
667,Kidnapping,Region significant seek around some car want quickly manage music.,2011-03-28,Pending,2013-06-02,673ef5fdb5dc4e5d9b001234
668,Kidnapping,Recently reality point PM some drop over seek.,2022-05-04,Closed,2005-05-11,673ef5fd192fc044e7001234
669,Murder,Hear challenge along scene actually everyone majority effort set maybe but.,2005-04-01,Pending,2019-09-18,673ef5fd5c04925674001234
670,Theft,Fine herself onto body care reveal popular site ago east worker type.,2021-02-20,Pending,2019-09-13,673ef5fd17c276c8e7001234
671,Kidnapping,Rest just leave evidence also staff hit visit.,2017-01-19,Pending,2021-05-09,673ef5fd5dd9db5e03001234
672,Kidnapping,During attack company raise pressure sing almost public occur medical kid computer.,2018-05-02,Closed,2008-10-31,673ef5fd2dea61eed4001234
673,Theft,Follow near evidence find rate work though many former like section.,2016-08-31,Investigating,2005-02-10,673ef5fd9f396fe44e001234
674,Theft,Feeling institution seat forget second movement individual make create worry conference.,2009-12-01,Investigating,2020-06-03,673ef5fd0d7de1aca9001234
675,Kidnapping,Just possible write language pick laugh themselves political market outside anything direction.,2011-06-19,Pending,2019-05-05,673ef5fd8fecb20817001234
676,Kidnapping,Reality black institution game suggest be gas.,2017-03-11,Closed,2015-03-17,673ef5fddc6a70712a001234
677,Kidnapping,Authority once seem final get teach country daughter true.,2005-02-28,Closed,2010-03-21,673ef5fd71a3cb155f001234
678,Theft,Knowledge subject many third so my yeah drive picture general then must five.,2011-09-06,Investigating,2012-11-20,673ef5fd9fe8593a8a001234
679,Attempt,Shoulder late consumer improve movie right research article.,2017-09-18,Pending,2020-01-28,673ef5fdca9c267dad001234
680,Theft,Up factor report no season door these travel radio now.,2023-07-22,Investigating,2020-03-31,673ef5fdfccb3cdc9a001234
681,Theft,Away try American majority management I western artist man summer Republican five.,2024-01-09,Closed,2010-09-11,673ef5fd1595af6435001234
682,Kidnapping,Door as task fall international spring Mrs one Mrs.,2012-05-07,Investigating,2010-12-22,673ef5fd08d98638c6001234
683,Murder,Most your commercial job fact morning most.,2019-08-30,Investigating,2010-01-11,673ef5fd2468192842001234
684,Theft,Contain house set best suggest move think Republican design.,2012-12-29,Investigating,2005-02-01,673ef5fd556f391937001234
685,Attempt,Try employee name base talk center seven parent nice social weight manage.,2012-06-26,Pending,2023-05-28,673ef5fd3328bdf9a4001234
686,Attempt,Everybody allow him face again poor statement current measure also father.,2008-08-17,Investigating,2011-05-17,673ef5fd109a0ca3bc001234
687,Theft,Left material begin wear political plant rule than.,2009-01-15,Closed,2014-02-05,673ef5fd7f5d04d189001234
688,Attempt,Each now ago natural black she every here life key west.,2018-12-01,Pending,2020-12-13,673ef5fdf79921bbae001234
689,Murder,Figure fight know very enjoy positive whose show anyone yourself attention yard room.,2016-09-09,Pending,2015-09-12,673ef5fd07a96b1f61001234
690,Murder,Between government source over magazine president.,2012-12-22,Closed,2019-09-23,673ef5fdc06d06da96001234
691,Attempt,National bill decade year beat relate.,2018-07-05,Pending,2004-11-26,673ef5fd10a5ab2db3001234
692,Kidnapping,Near sea serious well maybe foreign.,2007-11-20,Investigating,2023-08-19,673ef5fde555ebe0ce001234
693,Murder,Light explain who media data record strategy.,2008-01-23,Investigating,2017-09-05,673ef5fd53e3a7161e001234
694,Theft,Expert possible second character party clearly movement point movie eight thousand structure fly.,2012-09-29,Closed,2007-03-03,673ef5fd5487315b12001234
695,Murder,Poor life space capital improve fight heart gun actually.,2024-08-31,Investigating,2008-06-23,673ef5fde4bb4c5173001234
696,Theft,Environmental far court collection organization hold behind those against.,2016-03-06,Investigating,2008-08-10,673ef5fd0cb929eae7001234
697,Theft,Professor a area black guess attention pressure yes dinner grow state speak pretty.,2024-03-24,Closed,2018-09-06,673ef5fd8a0e1141fd001234
