id,object_id,event_id
20569,13815,2661
20570,13815,11624
20571,13815,1753
20572,13819,7668
20573,13819,4875
20574,13821,14703
20575,13821,15878
20576,13822,6097
20577,13822,4215
20578,13824,12680
20579,13824,16304
20580,13825,11648
20581,13825,19315
20582,13826,13933
20583,13829,696
20584,13829,6041
20585,13829,13573
20586,13831,7853
20587,13831,15333
20588,13832,12037
20589,13832,204
20590,13833,17609
20591,13833,2906
20592,13833,17199
20593,13834,14286
20594,13834,17514
20595,13835,3031
20596,13836,2787
20597,13836,12953
20598,13837,1174
20599,13837,19236
20600,13838,17572
20601,13838,10460
20602,13839,13234
20603,13839,13418
20604,13839,7283
20605,13840,13476
20606,13840,13097
20607,13841,9181
20608,13841,7849
20609,13842,4230
20610,13843,8720
20611,13843,5320
20612,13843,683
20613,13844,7575
20614,13845,17692
20615,13845,16377
20616,13845,3154
20617,13846,4386
20618,13846,18528
20619,13847,4219
20620,13847,6181
20621,13847,15141
20622,13848,7591
20623,13848,19605
20624,13850,18144
20625,13851,5043
20626,13852,4614
20627,13854,13944
20628,13854,6339
20629,13854,4955
20630,13856,18234
20631,13856,18531
20632,13856,19758
20633,13858,2824
20634,13858,6591
20635,13858,6823
20636,13859,15156
20637,13860,3886
20638,13860,14299
20639,13861,17023
20640,13861,13926
20641,13861,17684
20642,13862,255
20643,13863,19620
20644,13864,1937
20645,13864,269
20646,13864,11416
20647,13865,4611
20648,13867,9218
20649,13867,13889
20650,13867,17672
20651,13868,13051
20652,13869,19285
20653,13869,225
20654,13870,14847
20655,13871,9449
20656,13872,4548
20657,13872,16082
20658,13872,13033
20659,13873,11789
20660,13873,18775
20661,13873,14304
20662,13874,3475
20663,13874,10599
20664,13874,812
20665,13875,17252
20666,13875,3095
20667,13876,12776
20668,13876,13658
20669,13878,11671
20670,13879,19741
20671,13880,18810
20672,13881,2017
20673,13881,4905
20674,13882,14513
20675,13882,2888
20676,13883,6110
20677,13883,16155
20678,13884,19568
20679,13885,9520
20680,13886,15916
20681,13886,15763
20682,13887,5828
20683,13888,10174
20684,13888,17013
20685,13888,3463
20686,13889,9472
20687,13889,14756
20688,13889,17046
20689,13890,7206
20690,13890,5534
20691,13890,3207
20692,13892,19189
20693,13893,15902
20694,13893,13156
20695,13894,13384
20696,13894,19984
20697,13894,8362
20698,13895,14715
20699,13895,19782
20700,13897,10211
20701,13897,2371
20702,13897,14286
20703,13898,15747
20704,13899,14314
20705,13900,4700
20706,13902,9544
20707,13902,2204
20708,13903,11163
20709,13903,10230
20710,13904,15512
20711,13904,13699
20712,13905,11974
20713,13905,13465
20714,13907,4737
20715,13908,5061
20716,13908,8381
20717,13911,15493
20718,13911,14134
20719,13911,4833
20720,13913,5833
20721,13913,6275
20722,13913,3825
20723,13914,10305
20724,13914,377
20725,13915,4535
20726,13915,16915
20727,13916,2740
20728,13916,18664
20729,13916,15115
20730,13917,11199
20731,13918,1430
20732,13919,18014
20733,13919,9618
20734,13919,3317
20735,13920,14304
20736,13922,14071
20737,13922,19229
20738,13922,11894
20739,13923,5964
20740,13923,157
20741,13924,18350
20742,13925,19511
20743,13925,16735
20744,13926,15413
20745,13926,16505
20746,13926,2655
20747,13927,3158
20748,13927,497
20749,13927,19170
20750,13929,16440
20751,13929,17341
20752,13930,10143
20753,13930,16345
20754,13930,2566
20755,13931,13482
20756,13932,2799
20757,13932,18486
20758,13933,15212
20759,13933,4721
20760,13934,14365
20761,13934,12489
20762,13934,779
20763,13936,16114
20764,13936,12725
20765,13937,14345
20766,13940,19748
20767,13940,3446
20768,13941,181
20769,13941,9911
20770,13942,899
20771,13944,197
20772,13944,19133
20773,13946,2116
20774,13947,17945
20775,13947,5558
20776,13947,2024
20777,13949,15479
20778,13949,9748
20779,13950,10406
20780,13950,17884
20781,13950,16337
20782,13951,9383
20783,13953,10022
20784,13953,13078
20785,13953,7678
20786,13954,7579
20787,13954,9858
20788,13954,15082
20789,13956,5377
20790,13956,16162
20791,13956,8859
20792,13957,2696
20793,13958,17001
20794,13958,10730
20795,13959,12812
20796,13959,11255
20797,13959,14446
20798,13960,11393
20799,13960,5325
20800,13960,11421
20801,13962,2558
20802,13962,11758
20803,13962,2527
20804,13963,15118
20805,13963,12249
20806,13964,12895
20807,13964,13317
20808,13964,4982
20809,13966,17014
20810,13966,2283
20811,13966,14733
20812,13967,3165
20813,13967,1206
20814,13969,13232
20815,13970,10226
20816,13971,959
20817,13971,6586
20818,13971,17620
20819,13972,11352
20820,13972,2584
20821,13972,5423
20822,13973,16923
20823,13973,7720
20824,13973,1316
20825,13974,1098
20826,13974,2229
20827,13974,5029
20828,13975,3212
20829,13977,11500
20830,13977,9269
20831,13977,11147
20832,13978,3053
20833,13978,14065
20834,13979,8316
20835,13979,19507
20836,13980,4112
20837,13981,2107
20838,13981,5801
20839,13986,6231
20840,13986,321
20841,13986,18682
20842,13987,17449
20843,13987,12102
20844,13987,1058
20845,13989,2543
20846,13989,17162
20847,13989,14750
20848,13990,11134
20849,13991,2138
20850,13991,17199
20851,13991,6676
20852,13992,18030
20853,13994,10349
20854,13994,887
20855,13994,8860
20856,13996,4332
20857,13997,11470
20858,13997,4780
20859,13999,15127
20860,14000,17888
20861,14002,16338
20862,14003,9942
20863,14003,1442
20864,14004,17496
20865,14005,2865
20866,14005,8852
20867,14006,7708
20868,14006,3064
20869,14006,8206
20870,14007,19225
20871,14008,6223
20872,14011,12511
20873,14012,18964
20874,14013,4979
20875,14013,245
20876,14014,2391
20877,14014,729
20878,14014,13332
20879,14016,11962
20880,14016,5706
20881,14016,16129
20882,14017,18850
20883,14017,1091
20884,14018,4269
20885,14018,1720
20886,14019,463
20887,14019,11009
20888,14019,14177
20889,14020,429
20890,14021,10157
20891,14021,14112
20892,14021,7334
20893,14022,19552
20894,14022,9682
20895,14023,8857
20896,14023,16076
20897,14024,12136
20898,14025,16416
20899,14025,785
20900,14026,11090
20901,14027,1009
20902,14027,4965
20903,14027,19408
20904,14028,17522
20905,14028,2228
20906,14028,8486
20907,14030,16118
20908,14030,16061
20909,14032,1733
20910,14032,14990
20911,14032,3695
20912,14034,4612
20913,14034,14435
20914,14034,18140
20915,14035,820
20916,14036,19571
20917,14036,3556
20918,14037,14205
20919,14040,5228
20920,14042,733
20921,14043,3978
20922,14043,13813
20923,14044,11108
20924,14044,10630
20925,14046,17016
20926,14046,2004
20927,14046,1065
20928,14048,18956
20929,14049,6778
20930,14050,12095
20931,14053,7208
20932,14053,6189
20933,14053,11011
20934,14054,1925
20935,14054,1731
20936,14054,5543
20937,14055,3382
20938,14057,2735
20939,14058,15242
20940,14058,140
20941,14058,11442
20942,14059,5600
20943,14060,7568
20944,14060,6003
20945,14061,17696
20946,14061,18380
20947,14061,10007
20948,14062,686
20949,14062,15457
20950,14062,18108
20951,14063,6595
20952,14063,19254
20953,14063,12709
20954,14065,7260
20955,14065,14913
20956,14066,10277
20957,14068,615
20958,14068,9768
20959,14068,10057
20960,14072,648
20961,14073,14848
20962,14073,11038
20963,14073,1835
20964,14074,7177
20965,14074,15030
20966,14075,8547
20967,14075,15705
20968,14075,8863
20969,14077,4996
20970,14078,15923
20971,14080,17038
20972,14081,4208
20973,14082,6608
20974,14082,14286
20975,14082,12372
20976,14083,17395
20977,14084,14309
20978,14084,8101
20979,14084,8964
20980,14085,16802
20981,14085,7374
20982,14086,7065
20983,14087,14051
20984,14087,16718
20985,14087,8634
20986,14089,9385
20987,14090,14961
20988,14090,5717
20989,14091,3016
20990,14092,19800
20991,14092,16715
20992,14092,17344
20993,14093,8455
20994,14093,19467
20995,14094,16190
20996,14094,16174
20997,14095,983
20998,14095,17622
20999,14096,11293
21000,14097,5758
21001,14097,1672
21002,14097,11164
21003,14098,2440
21004,14099,8529
21005,14101,11107
21006,14101,9458
21007,14103,4182
21008,14103,8998
21009,14103,2562
21010,14104,4300
21011,14104,16921
21012,14105,11821
21013,14105,14831
21014,14105,9252
21015,14106,5921
21016,14106,18053
21017,14106,14334
21018,14107,2769
21019,14107,10460
21020,14107,202
21021,14109,10402
21022,14109,12263
21023,14110,4664
21024,14110,2591
21025,14114,17472
21026,14114,18987
21027,14114,16864
21028,14115,8548
21029,14115,19227
21030,14116,1679
21031,14116,5536
21032,14117,11941
21033,14118,12804
21034,14120,9826
21035,14120,13650
21036,14121,2083
21037,14123,8290
21038,14124,17532
21039,14124,5333
21040,14125,10574
21041,14127,1391
21042,14127,11943
21043,14127,17264
21044,14129,16196
21045,14130,5846
21046,14130,2225
21047,14130,12433
21048,14131,12990
21049,14131,8501
21050,14132,12719
21051,14133,9598
21052,14133,18355
21053,14134,10027
21054,14135,3097
21055,14137,5408
21056,14137,11577
21057,14137,2636
21058,14138,796
21059,14138,4512
21060,14139,5647
21061,14139,13947
21062,14139,1892
21063,14140,8979
21064,14141,18579
21065,14141,16781
21066,14142,5516
21067,14142,4736
21068,14144,12956
21069,14144,7200
21070,14144,4982
21071,14145,14193
21072,14145,17303
21073,14145,13076
21074,14146,13942
21075,14146,18004
21076,14148,15514
21077,14148,314
21078,14149,9692
21079,14150,14481
21080,14151,16312
21081,14151,3426
21082,14151,5987
21083,14152,7742
21084,14152,8477
21085,14153,10605
21086,14153,3224
21087,14153,13328
21088,14154,3134
21089,14155,19006
21090,14155,1227
21091,14155,9166
21092,14156,4067
21093,14156,9450
21094,14158,9826
21095,14158,18634
21096,14158,15897
21097,14161,15011
21098,14161,8929
21099,14161,1505
21100,14162,14413
21101,14162,11055
21102,14163,8490
21103,14163,8190
21104,14163,14713
21105,14166,7234
21106,14166,11405
21107,14167,10393
21108,14167,4725
21109,14167,19890
21110,14169,2129
21111,14169,5156
21112,14169,13871
21113,14170,15331
21114,14170,18592
21115,14170,13181
21116,14171,1305
21117,14173,12376
21118,14175,10434
21119,14176,10275
21120,14176,16594
21121,14179,6004
21122,14179,11061
21123,14181,1897
21124,14181,2798
21125,14181,153
21126,14182,767
21127,14183,14767
21128,14184,4692
21129,14184,9238
21130,14185,15415
21131,14186,10870
21132,14186,8983
21133,14186,10282
21134,14187,6343
21135,14187,15807
21136,14187,18116
21137,14188,9896
21138,14189,16601
21139,14189,10755
21140,14190,9114
21141,14190,13884
21142,14190,17392
21143,14191,16240
21144,14192,1007
21145,14192,3894
21146,14193,7670
21147,14193,13584
21148,14194,5118
21149,14196,16872
21150,14196,5126
21151,14197,17025
21152,14197,7484
21153,14198,11531
21154,14198,10669
21155,14199,17574
21156,14199,8322
21157,14200,8576
21158,14202,5325
21159,14202,1444
21160,14203,9511
21161,14205,895
21162,14205,12063
21163,14206,13210
21164,14208,3507
21165,14208,4566
21166,14209,16688
21167,14209,2496
21168,14212,7292
21169,14212,16528
21170,14213,19909
21171,14215,6247
21172,14217,18828
21173,14219,11817
21174,14219,9135
21175,14219,17688
21176,14220,8567
21177,14221,3324
21178,14221,15048
21179,14222,12152
21180,14222,2006
21181,14223,8774
21182,14223,12762
21183,14223,837
21184,14224,6869
21185,14225,10501
21186,14228,16121
21187,14229,15275
21188,14230,18778
21189,14230,8759
21190,14230,15989
21191,14231,1458
21192,14233,6035
21193,14235,3145
21194,14235,19480
21195,14236,10103
21196,14236,7953
21197,14236,4250
21198,14237,10880
21199,14237,16456
21200,14237,9671
21201,14238,8110
21202,14238,5357
21203,14239,7786
21204,14239,5172
21205,14244,1258
21206,14244,9709
21207,14244,5530
21208,14245,11087
21209,14245,3923
21210,14245,18982
21211,14246,9217
21212,14246,3987
21213,14248,5095
21214,14248,16825
21215,14249,422
21216,14249,14356
21217,14250,5413
21218,14250,14796
21219,14253,12940
21220,14253,5840
21221,14253,1190
21222,14256,1509
21223,14257,4186
21224,14257,1779
21225,14257,17720
21226,14258,10251
21227,14258,3325
21228,14259,13813
21229,14260,11857
21230,14262,2491
21231,14262,9984
21232,14262,17577
21233,14264,6187
21234,14264,13301
21235,14264,10031
21236,14266,12696
21237,14267,7854
21238,14268,18395
21239,14269,15885
21240,14269,17269
21241,14269,16658
21242,14270,13531
21243,14270,11275
21244,14271,6238
21245,14271,10727
21246,14271,8432
21247,14272,8147
21248,14275,14788
21249,14275,9138
21250,14275,15021
21251,14276,15133
21252,14277,10410
21253,14278,15908
21254,14278,5167
21255,14278,10971
21256,14279,2442
21257,14282,19811
21258,14282,12694
21259,14282,3106
21260,14283,7554
21261,14283,8611
21262,14283,1628
21263,14284,6386
21264,14284,18034
21265,14284,15475
21266,14285,5108
21267,14285,9483
21268,14287,10834
21269,14287,11284
21270,14287,6110
21271,14289,13846
21272,14289,18025
21273,14289,13821
21274,14290,8279
21275,14290,1026
21276,14291,11423
21277,14292,6961
21278,14292,8979
21279,14292,13267
21280,14293,3783
21281,14294,2059
21282,14294,7477
21283,14295,10062
21284,14295,13486
21285,14296,14942
21286,14296,9490
21287,14296,7802
21288,14297,9573
21289,14297,14194
21290,14298,6897
21291,14298,6772
21292,14299,7204
21293,14299,6475
21294,14299,5660
21295,14300,5423
21296,14300,4893
21297,14300,5870
21298,14303,10321
21299,14304,18618
21300,14306,4235
21301,14307,17144
21302,14307,412
21303,14308,6759
21304,14308,13815
21305,14308,10783
21306,14310,19270
21307,14310,915
21308,14311,2056
21309,14311,898
21310,14311,7667
21311,14312,3329
21312,14313,761
21313,14313,10077
21314,14314,15865
21315,14314,17542
21316,14314,9719
21317,14318,3708
21318,14320,8403
21319,14320,13660
21320,14321,10574
21321,14321,17904
21322,14323,18498
21323,14324,9579
21324,14324,4914
21325,14325,8319
21326,14325,19228
21327,14325,6517
21328,14326,6801
21329,14327,9720
21330,14327,17313
21331,14327,13374
21332,14328,17169
21333,14328,19680
21334,14329,4436
21335,14330,16739
21336,14330,12447
21337,14330,4573
21338,14331,7964
21339,14331,201
21340,14331,19779
21341,14332,19962
21342,14333,4953
21343,14333,5083
21344,14333,8811
21345,14335,17636
21346,14336,2641
21347,14336,19576
21348,14337,2064
21349,14337,18747
21350,14337,6447
21351,14338,17289
21352,14338,2253
21353,14339,8460
21354,14340,2477
21355,14340,17701
21356,14340,6797
21357,14341,14828
21358,14341,16869
21359,14341,13397
21360,14342,2422
21361,14342,3485
21362,14344,16408
21363,14344,3626
21364,14344,3440
21365,14345,3693
21366,14345,9442
21367,14346,8172
21368,14346,11451
21369,14347,13016
21370,14347,1208
21371,14348,11990
21372,14350,10794
21373,14350,8928
21374,14351,9315
21375,14351,10869
21376,14352,11758
21377,14353,17637
21378,14353,9334
21379,14354,2386
21380,14355,4476
21381,14355,6187
21382,14356,8279
21383,14358,16477
21384,14358,5306
21385,14358,5010
21386,14359,56
21387,14360,12072
21388,14361,14904
21389,14361,8287
21390,14361,15644
21391,14362,15172
21392,14363,16666
21393,14363,11428
21394,14363,10949
21395,14364,17370
21396,14364,6222
21397,14364,12720
21398,14365,10678
21399,14365,12372
21400,14365,8457
21401,14367,11272
21402,14367,11139
21403,14368,1508
21404,14368,12897
21405,14368,15531
21406,14370,13538
21407,14370,11115
21408,14371,4192
21409,14372,7826
21410,14372,4928
21411,14373,3333
21412,14373,13250
21413,14373,2004
21414,14375,10879
21415,14376,9049
21416,14377,670
21417,14379,3432
21418,14379,6024
21419,14379,17728
21420,14380,14462
21421,14380,592
21422,14380,10383
21423,14381,9120
21424,14381,19009
21425,14382,9554
21426,14382,19103
21427,14382,15863
21428,14383,11303
21429,14383,17928
21430,14385,11365
21431,14385,9572
21432,14386,5333
21433,14387,2103
21434,14387,2151
21435,14387,17065
21436,14388,5183
21437,14389,17158
21438,14389,18632
21439,14389,5544
21440,14390,2565
21441,14390,678
21442,14390,12287
21443,14391,8086
21444,14391,14754
21445,14391,14757
21446,14392,5775
21447,14392,9350
21448,14393,15954
21449,14394,3553
21450,14394,458
21451,14395,1370
21452,14396,1478
21453,14396,17711
21454,14396,10910
21455,14397,1325
21456,14398,5736
21457,14398,16705
21458,14399,15368
21459,14402,2532
21460,14402,11074
21461,14402,2942
21462,14404,8309
21463,14404,2114
21464,14405,13326
21465,14407,8615
21466,14408,3919
21467,14409,13504
21468,14410,3747
21469,14411,12919
21470,14411,1201
21471,14412,2182
21472,14412,5450
21473,14412,4859
21474,14413,2745
21475,14413,17799
21476,14413,12993
21477,14414,2633
21478,14417,9604
21479,14418,8837
21480,14419,7074
21481,14419,5014
21482,14419,1618
21483,14420,16421
21484,14420,12669
21485,14424,8412
21486,14425,9783
21487,14425,2686
21488,14426,12002
21489,14426,11526
21490,14427,13098
21491,14427,10468
21492,14427,17587
21493,14428,18006
21494,14428,15139
21495,14428,7147
21496,14430,7046
21497,14430,4931
21498,14430,1069
21499,14432,8359
21500,14432,14533
21501,14432,16827
21502,14434,9746
21503,14434,234
21504,14435,9760
21505,14435,2257
21506,14435,10554
21507,14438,16238
21508,14438,11324
21509,14438,4628
21510,14439,3051
21511,14440,7424
21512,14441,18657
21513,14442,11316
21514,14442,16155
21515,14442,3299
21516,14443,8370
21517,14443,2162
21518,14443,19355
21519,14444,7027
21520,14444,4129
21521,14445,19692
21522,14445,7252
21523,14445,3836
21524,14446,1880
21525,14446,1783
21526,14448,1707
21527,14448,19278
21528,14448,13335
21529,14449,9698
21530,14449,16821
21531,14449,11152
21532,14450,4378
21533,14450,19262
21534,14450,8016
21535,14451,5148
21536,14451,10174
21537,14451,7759
21538,14452,1720
21539,14452,11110
21540,14452,9693
21541,14453,486
21542,14453,11585
21543,14453,17591
21544,14456,8219
21545,14456,2788
21546,14457,16759
21547,14457,19864
21548,14457,6863
21549,14458,19687
21550,14458,4675
21551,14459,17346
21552,14460,16261
21553,14460,9134
21554,14460,8493
21555,14461,13496
21556,14461,15994
21557,14461,10908
21558,14464,17776
21559,14464,413
21560,14464,1009
21561,14466,11277
21562,14466,7964
21563,14466,3615
21564,14467,6841
21565,14467,16278
21566,14467,4445
21567,14468,4798
21568,14470,602
21569,14470,13076
21570,14470,11573
21571,14471,6218
21572,14471,13149
21573,14472,12913
21574,14472,2671
21575,14472,7274
21576,14473,3773
21577,14473,13987
21578,14473,7771
21579,14475,1098
21580,14477,6428
21581,14477,17758
21582,14477,4138
21583,14478,19145
21584,14479,18701
21585,14480,6116
21586,14480,105
21587,14481,9979
21588,14481,9465
21589,14481,15302
21590,14482,19880
21591,14484,14895
21592,14484,14184
21593,14484,18940
21594,14485,10510
21595,14485,6020
21596,14485,3087
21597,14486,10258
21598,14487,10626
21599,14487,2234
21600,14487,19493
21601,14488,9545
21602,14488,15614
21603,14488,2345
21604,14489,12260
21605,14489,1863
21606,14490,14372
21607,14490,10351
21608,14492,14175
21609,14492,4112
21610,14492,18917
21611,14493,6109
21612,14493,4916
21613,14493,1654
21614,14494,11487
21615,14494,1950
21616,14495,10293
21617,14497,5047
21618,14498,16884
21619,14499,14135
21620,14500,2550
21621,14500,17797
21622,14502,16290
21623,14502,5337
21624,14503,1426
21625,14503,6580
21626,14503,13910
21627,14505,13210
21628,14505,14627
21629,14505,6996
21630,14506,10684
21631,14506,18485
21632,14506,17198
21633,14507,3308
21634,14507,18980
21635,14508,10305
21636,14508,17547
21637,14509,1859
21638,14509,18517
21639,14509,5855
21640,14510,17031
21641,14510,12021
21642,14513,16936
21643,14514,2361
21644,14514,15310
21645,14515,12066
21646,14516,7709
21647,14517,174
21648,14518,15115
21649,14519,10209
21650,14519,15997
21651,14520,4046
21652,14524,12668
21653,14524,6006
21654,14524,3276
21655,14526,15504
21656,14529,601
21657,14530,14934
21658,14531,12782
21659,14531,4315
21660,14532,4953
21661,14532,5054
21662,14532,7304
21663,14533,14677
21664,14533,5442
21665,14535,4533
21666,14535,5327
21667,14536,14963
21668,14536,1984
21669,14538,10843
21670,14538,2428
21671,14538,2245
21672,14539,19884
21673,14539,6397
21674,14539,2270
21675,14540,3090
21676,14540,8697
21677,14540,16811
21678,14541,2389
21679,14541,8288
21680,14541,5433
21681,14542,4241
21682,14543,18842
21683,14543,12867
21684,14543,10739
21685,14546,3889
21686,14546,14820
21687,14547,15105
21688,14547,14449
21689,14548,11359
21690,14548,1953
21691,14549,4103
21692,14549,9740
21693,14549,15871
21694,14550,3867
21695,14550,6208
21696,14552,10350
21697,14552,2898
21698,14552,16871
21699,14554,14587
21700,14554,19278
21701,14554,16313
21702,14555,14113
21703,14555,19528
21704,14555,14752
21705,14556,17797
21706,14558,19526
21707,14558,16459
21708,14558,7800
21709,14559,4144
21710,14559,9131
21711,14559,16323
21712,14560,9985
21713,14561,8833
21714,14561,13840
21715,14561,17279
21716,14563,4428
21717,14565,5275
21718,14565,11882
21719,14566,12537
21720,14566,1419
21721,14566,8676
21722,14567,3150
21723,14568,15079
21724,14568,3792
21725,14568,9924
21726,14569,17763
21727,14569,16840
21728,14571,1269
21729,14571,3385
21730,14571,1957
21731,14572,14052
21732,14573,10764
21733,14573,17445
21734,14574,11450
21735,14574,2667
21736,14574,5833
21737,14575,14660
21738,14576,518
21739,14579,9418
21740,14579,961
21741,14580,5243
21742,14584,19112
21743,14585,17487
21744,14585,10071
21745,14588,5831
21746,14588,13545
21747,14590,187
21748,14590,4527
21749,14591,9257
21750,14591,12430
21751,14592,17058
21752,14592,4867
21753,14593,11504
21754,14595,15143
21755,14595,17955
21756,14595,9706
21757,14598,14547
21758,14598,15957
21759,14599,12329
21760,14599,2449
21761,14600,10751
21762,14600,14745
21763,14600,17772
21764,14601,9181
21765,14601,12781
21766,14601,7977
21767,14602,3800
21768,14603,4442
21769,14603,13801
21770,14604,6214
21771,14604,5362
21772,14604,3100
21773,14605,5161
21774,14605,4829
21775,14605,614
21776,14607,10818
21777,14609,18244
21778,14609,14130
21779,14609,3990
21780,14611,1200
21781,14611,7440
21782,14611,1586
21783,14615,1471
21784,14615,2221
21785,14616,8213
21786,14617,1330
21787,14617,17675
21788,14618,18423
21789,14618,18249
21790,14619,6326
21791,14619,3060
21792,14619,1190
21793,14620,16215
21794,14621,18710
21795,14621,19623
21796,14621,15066
21797,14622,1633
21798,14623,11571
21799,14624,8803
21800,14624,7811
21801,14625,12118
21802,14626,9939
21803,14628,14464
21804,14629,2353
21805,14629,19837
21806,14632,16487
21807,14632,7330
21808,14633,14334
21809,14633,17235
21810,14635,13258
21811,14637,18412
21812,14638,16137
21813,14639,6497
21814,14639,15622
21815,14639,14377
21816,14642,2416
21817,14644,19298
21818,14645,11933
21819,14645,18949
21820,14646,1754
21821,14646,11425
21822,14647,6706
21823,14647,14318
21824,14648,16494
21825,14648,5304
21826,14649,6044
21827,14651,12038
21828,14651,15994
21829,14652,46
21830,14653,12651
21831,14653,4135
21832,14654,17889
21833,14656,3116
21834,14658,19198
21835,14659,12361
21836,14659,15491
21837,14659,14195
21838,14660,7232
21839,14660,724
21840,14661,15340
21841,14661,6281
21842,14661,19002
21843,14662,16872
21844,14662,17828
21845,14662,16108
21846,14663,9176
21847,14663,751
21848,14664,12666
21849,14664,11991
21850,14669,19247
21851,14669,7071
21852,14669,6493
21853,14670,18416
21854,14670,17799
21855,14671,16531
21856,14671,13028
21857,14671,8599
21858,14672,12510
21859,14672,4181
21860,14672,12904
21861,14673,8239
21862,14673,17783
21863,14674,3822
21864,14674,11228
21865,14676,6555
21866,14676,16732
21867,14677,796
21868,14678,3094
21869,14678,18218
21870,14678,3972
21871,14679,10426
21872,14680,12233
21873,14681,9157
21874,14681,16803
21875,14681,11864
21876,14682,19326
21877,14682,18012
21878,14683,3964
21879,14683,13335
21880,14684,11763
21881,14684,7464
21882,14685,7525
21883,14686,16594
21884,14686,7696
21885,14687,19099
21886,14687,18177
21887,14687,8151
21888,14688,4961
21889,14688,3046
21890,14688,4907
21891,14690,17663
21892,14690,10673
21893,14690,330
21894,14691,17525
21895,14691,5877
21896,14691,18447
21897,14693,10826
21898,14695,16603
21899,14696,7862
21900,14697,1698
21901,14697,5166
21902,14697,11044
21903,14698,13118
21904,14698,9258
21905,14698,5051
21906,14699,5766
21907,14699,13626
21908,14699,19608
21909,14700,3202
21910,14701,6058
21911,14702,11974
21912,14702,18860
21913,14702,2129
21914,14703,15041
21915,14703,17596
21916,14704,7886
21917,14705,9853
21918,14708,8384
21919,14708,13892
21920,14708,16028
21921,14709,16624
21922,14709,6896
21923,14709,8552
21924,14710,3222
21925,14710,6499
21926,14710,10486
21927,14711,4268
21928,14711,17794
21929,14711,19493
21930,14712,16538
21931,14713,7610
21932,14713,645
21933,14716,13143
21934,14716,11059
21935,14717,5229
21936,14718,17223
21937,14718,9059
21938,14718,8162
21939,14719,10585
21940,14720,1911
21941,14720,4315
21942,14721,17992
21943,14721,8380
21944,14723,635
21945,14723,13969
21946,14723,19214
21947,14724,3924
21948,14726,18242
21949,14726,13264
21950,14726,13421
21951,14729,5134
21952,14730,10791
21953,14730,7526
21954,14730,3227
21955,14731,17656
21956,14732,17628
21957,14732,15789
21958,14732,19284
21959,14734,15827
21960,14735,5731
21961,14736,12431
21962,14740,16489
21963,14740,14472
21964,14740,14324
21965,14742,15697
21966,14742,11087
21967,14742,3829
21968,14743,19314
21969,14744,12343
21970,14744,11940
21971,14744,8179
21972,14745,8005
21973,14745,2009
21974,14745,12181
21975,14746,14921
21976,14746,2269
21977,14747,5985
21978,14747,7554
21979,14748,14450
21980,14748,6901
21981,14748,5359
21982,14749,11118
21983,14750,13482
21984,14750,8564
21985,14750,9442
21986,14751,6296
21987,14752,18123
21988,14752,8358
21989,14754,7637
21990,14756,945
21991,14756,18159
21992,14757,11604
21993,14758,7413
21994,14758,9224
21995,14759,2219
21996,14759,15259
21997,14760,16873
21998,14760,16799
21999,14761,16684
22000,14761,10694
22001,14761,14254
22002,14762,9805
22003,14763,18630
22004,14764,14714
22005,14764,7205
22006,14768,2108
22007,14769,3653
22008,14770,15210
22009,14771,12859
22010,14771,15710
22011,14771,10776
22012,14772,9669
22013,14773,6895
22014,14773,19964
22015,14773,6492
22016,14774,12131
22017,14777,17146
22018,14777,14317
22019,14778,13508
22020,14778,11220
22021,14778,16058
22022,14781,5018
22023,14781,11041
22024,14781,9856
22025,14782,7813
22026,14782,10301
22027,14783,4343
22028,14783,14053
22029,14783,7662
22030,14784,14455
22031,14785,18222
22032,14785,17508
22033,14785,2676
22034,14786,1523
22035,14786,19456
22036,14786,14457
22037,14790,17265
22038,14791,13383
22039,14792,17954
22040,14792,11568
22041,14794,2327
22042,14794,16147
22043,14795,15067
22044,14796,3052
22045,14796,19417
22046,14796,7661
22047,14797,16485
22048,14797,4250
22049,14798,2824
22050,14798,19118
22051,14799,872
22052,14799,19869
22053,14801,7532
22054,14801,8647
22055,14801,10424
22056,14802,824
22057,14802,18695
22058,14805,1787
22059,14805,12166
22060,14805,17909
22061,14807,10755
22062,14808,898
22063,14809,9972
22064,14810,13172
22065,14811,11916
22066,14811,18736
22067,14811,492
22068,14812,435
22069,14813,9355
22070,14813,4468
22071,14813,17490
22072,14817,15083
22073,14818,12542
22074,14819,2736
22075,14819,18509
22076,14819,17091
22077,14820,12138
22078,14820,17550
22079,14820,11685
22080,14821,18045
22081,14821,16852
22082,14821,15967
22083,14823,13126
22084,14824,4926
22085,14824,7356
22086,14825,6816
22087,14825,11110
22088,14825,16679
22089,14826,994
22090,14827,11249
22091,14827,4652
22092,14828,16636
22093,14828,14953
22094,14829,7222
22095,14829,19528
22096,14829,8925
22097,14830,6569
22098,14830,17358
22099,14831,10104
22100,14833,8171
22101,14833,17710
22102,14834,5972
22103,14836,5730
22104,14836,12900
22105,14836,12677
22106,14837,11125
22107,14837,5191
22108,14837,9904
22109,14838,7623
22110,14838,16684
22111,14839,3141
22112,14839,7294
22113,14839,4344
22114,14841,11315
22115,14841,16336
22116,14842,63
22117,14843,14476
22118,14843,19534
22119,14843,12053
22120,14844,10840
22121,14845,8026
22122,14845,8909
22123,14846,16008
22124,14846,14286
22125,14846,7072
22126,14847,6516
22127,14847,15083
22128,14847,18094
22129,14848,5641
22130,14848,12667
